"";"cluster";"present_in_n_genomes";"cluster_type_manual";"Afumigatus";"Aoryzae";"Aniger"
"12752";5642;1;"singleton";"AFUA_6G09710";"";""
"12753";5645;1;"singleton";"";"AO090005000955";""
"12754";5654;1;"singleton";"";"AO090011000077";""
"12755";5660;1;"singleton";"";"AO090011000814";""
"12756";5664;1;"singleton";"AFUA_8G05190";"";""
"12757";5665;1;"singleton";"";"AO090003000876";""
"12758";5666;1;"singleton";"";"AO090020000141";""
"12759";5672;1;"singleton";"AFUA_4G07550";"";""
"12760";5673;1;"singleton";"";"AO090001000641";""
"12761";5677;1;"singleton";"";"AO090102000265";""
"12762";5681;1;"singleton";"AFUA_2G04510";"";""
"12763";5688;1;"singleton";"";"AO090308000004";""
"12764";5690;1;"singleton";"AFUA_8G06210";"";""
"12765";5691;1;"singleton";"";"";"1202239"
"12766";5707;1;"singleton";"";"AO090038000061";""
"12767";5710;1;"singleton";"";"AO090026000109";""
"12768";5711;1;"singleton";"";"AO090026000104";""
"12769";5730;1;"singleton";"AFUA_5G02620";"";""
"12770";5731;1;"singleton";"";"AO090113000074";""
"12771";5735;1;"singleton";"";"AO090012000949";""
"12772";5736;1;"singleton";"";"AO090026000755";""
"12773";5737;1;"singleton";"AFUA_6G11920";"";""
"12774";5738;1;"singleton";"AFUA_3G03570";"";""
"12775";5753;1;"singleton";"";"AO090038000084";""
"12776";5757;1;"singleton";"";"AO090103000275";""
"12777";5759;1;"singleton";"";"AO090003000755";""
"12778";5761;1;"singleton";"";"AO090023000192";""
"12779";5762;1;"singleton";"AFUA_5G06900";"";""
"12780";5763;1;"singleton";"";"AO090010000001";""
"12781";5766;1;"singleton";"";"AO090120000448";""
"12782";5779;1;"singleton";"";"AO090023000080";""
"12783";5783;1;"singleton";"AFUA_8G00510";"";""
"12784";5784;1;"singleton";"AFUA_5G06570";"";""
"12785";5785;1;"singleton";"";"AO090701000183";""
"12786";5787;1;"singleton";"AFUA_5G07490";"";""
"12787";5788;1;"singleton";"";"AO090012000045";""
"12788";5790;1;"singleton";"";"AO090010000599";""
"12789";5791;1;"singleton";"";"AO090023000947";""
"12790";5802;1;"singleton";"";"AO090011000030";""
"12791";5806;1;"singleton";"";"AO090003000249";""
"12792";5809;1;"singleton";"AFUA_1G11270";"";""
"12793";5812;1;"singleton";"";"";"1215798"
"12794";5816;1;"singleton";"AFUA_7G05100";"";""
"12795";5824;1;"singleton";"";"AO090011000434";""
"12796";5826;1;"singleton";"";"AO090102000213";""
"12797";5827;1;"singleton";"";"AO090012000612";""
"12798";5828;1;"singleton";"";"AO090009000602";""
"12799";5829;1;"singleton";"";"AO090206000121";""
"12800";5834;1;"singleton";"";"AO090011000384";""
"12801";5837;1;"singleton";"AFUA_4G09980";"";""
"12802";5841;1;"singleton";"AFUA_6G12040";"";""
"12803";5843;1;"singleton";"AFUA_3G01670";"";""
"12804";5847;1;"singleton";"";"AO090003001429";""
"12805";5860;1;"singleton";"AFUA_1G11350";"";""
"12806";5864;1;"singleton";"";"AO090023000515";""
"12807";5867;1;"singleton";"";"AO090011000101";""
"12808";5868;1;"singleton";"AFUA_8G01140";"";""
"12809";5870;1;"singleton";"AFUA_4G01360";"";""
"12810";5873;1;"singleton";"AFUA_7G06790";"";""
"12811";5875;1;"singleton";"";"AO090009000110";""
"12812";5876;1;"singleton";"";"AO090120000008";""
"12813";5882;1;"singleton";"";"AO090166000049";""
"12814";5883;1;"singleton";"";"AO090010000548";""
"12815";5884;1;"singleton";"";"AO090009000532";""
"12816";5889;1;"singleton";"AFUA_6G13710";"";""
"12817";5890;1;"singleton";"AFUA_8G00210";"";""
"12818";5894;1;"singleton";"";"AO090005000002";""
"12819";5895;1;"singleton";"AFUA_3G11490";"";""
"12820";5896;1;"singleton";"AFUA_2G15340";"";""
"12821";5905;1;"singleton";"";"AO090010000589";""
"12822";5907;1;"singleton";"";"AO090103000447";""
"12823";5908;1;"singleton";"";"AO090012000374";""
"12824";5915;1;"singleton";"AFUA_5G14540";"";""
"12825";5916;1;"singleton";"";"AO090701000880";""
"12826";5917;1;"singleton";"AFUA_4G01340";"";""
"12827";5919;1;"singleton";"";"AO090023000163";""
"12828";5920;1;"singleton";"";"AO090009000572";""
"12829";5924;1;"singleton";"";"AO090001000450";""
"12830";5925;1;"singleton";"AFUA_1G01230";"";""
"12831";5926;1;"singleton";"";"AO090005000685";""
"12832";5927;1;"singleton";"AFUA_3G15080";"";""
"12833";5929;1;"singleton";"AFUA_1G15750";"";""
"12834";5933;1;"singleton";"";"AO090020000354";""
"12835";5934;1;"singleton";"";"AO090113000038";""
"12836";5936;1;"singleton";"";"AO090009000373";""
"12837";5940;1;"singleton";"";"AO090103000302";""
"12838";5943;1;"singleton";"AFUA_2G17880";"";""
"12839";5944;1;"singleton";"";"AO090701000195";""
"12840";5947;1;"singleton";"";"AO090011000908";""
"12841";5950;1;"singleton";"";"AO090023000425";""
"12842";5951;1;"singleton";"";"AO090010000639";""
"12843";5952;1;"singleton";"AFUA_2G00450";"";""
"12844";5953;1;"singleton";"";"AO090012000332";""
"12845";5954;1;"singleton";"";"AO090003001301";""
"12846";5962;1;"singleton";"";"AO090005000723";""
"12847";5966;1;"singleton";"AFUA_5G09030";"";""
"12848";5973;1;"singleton";"";"AO090023000615";""
"12849";5974;1;"singleton";"";"AO090003000130";""
"12850";5977;1;"singleton";"";"AO090120000239";""
"12851";5980;1;"singleton";"";"AO090003001014";""
"12852";5982;1;"singleton";"AFUA_2G11590";"";""
"12853";5983;1;"singleton";"AFUA_4G09470";"";""
"12854";5987;1;"singleton";"";"AO090103000219";""
"12855";5992;1;"singleton";"";"AO090026000027";""
"12856";5997;1;"singleton";"AFUA_3G03500";"";""
"12857";5999;1;"singleton";"";"AO090011000433";""
"12858";6002;1;"singleton";"";"AO090011000631";""
"12859";6004;1;"singleton";"AFUA_5G11300";"";""
"12860";6009;1;"singleton";"";"AO090701000436";""
"12861";6010;1;"singleton";"AFUA_6G07260";"";""
"12862";6011;1;"singleton";"AFUA_4G00460";"";""
"12863";6015;1;"singleton";"";"AO090001000035";""
"12864";6022;1;"singleton";"";"AO090009000624";""
"12865";6025;1;"singleton";"AFUA_3G01640";"";""
"12866";6026;1;"singleton";"";"AO090010000345";""
"12867";6033;1;"singleton";"";"AO090009000046";""
"12868";6034;1;"singleton";"";"AO090012000056";""
"12869";6035;1;"singleton";"AFUA_8G00220";"";""
"12870";6041;1;"singleton";"";"AO090010000135";""
"12871";6042;1;"singleton";"";"AO090113000131";""
"12872";6043;1;"singleton";"AFUA_8G04620";"";""
"12873";6044;1;"singleton";"";"AO090023000189";""
"12874";6046;1;"singleton";"";"AO090166000026";""
"12875";6047;1;"singleton";"";"AO090102000318";""
"12876";6048;1;"singleton";"";"AO090012000257";""
"12877";6049;1;"singleton";"";"AO090102000027";""
"12878";6051;1;"singleton";"AFUA_4G13910";"";""
"12879";6053;1;"singleton";"";"AO090023000352";""
"12880";6054;1;"singleton";"";"AO090023000075";""
"12881";6058;1;"singleton";"AFUA_6G03430";"";""
"12882";6059;1;"singleton";"AFUA_8G06410";"";""
"12883";6061;1;"singleton";"";"AO090011000099";""
"12884";6064;1;"singleton";"";"AO090012000106";""
"12885";6065;1;"singleton";"AFUA_6G11250";"";""
"12886";6066;1;"singleton";"";"AO090701000539";""
"12887";6067;1;"singleton";"";"AO090026000033";""
"12888";6069;1;"singleton";"";"AO090010000308";""
"12889";6072;1;"singleton";"AFUA_5G00520";"";""
"12890";6074;1;"singleton";"";"AO090701000743";""
"12891";6076;1;"singleton";"";"AO090102000013";""
"12892";6078;1;"singleton";"";"AO090011000175";""
"12893";6090;1;"singleton";"";"AO090005000743";""
"12894";6092;1;"singleton";"";"AO090010000015";""
"12895";6095;1;"singleton";"";"AO090023000991";""
"12896";6098;1;"singleton";"";"AO090005000881";""
"12897";6104;1;"singleton";"";"AO090020000238";""
"12898";6106;1;"singleton";"";"AO090701000438";""
"12899";6107;1;"singleton";"AFUA_2G12830";"";""
"12900";6108;1;"singleton";"AFUA_3G07540";"";""
"12901";6119;1;"singleton";"AFUA_3G15200";"";""
"12902";6123;1;"singleton";"";"AO090011000097";""
"12903";6124;1;"singleton";"AFUA_1G16420";"";""
"12904";6125;1;"singleton";"";"AO090102000307";""
"12905";6134;1;"singleton";"";"AO090701000581";""
"12906";6135;1;"singleton";"";"AO090009000308";""
"12907";6137;1;"singleton";"";"AO090012000158";""
"12908";6144;1;"singleton";"";"AO090026000076";""
"12909";6151;1;"singleton";"";"AO090009000585";""
"12910";6156;1;"singleton";"";"AO090026000579";""
"12911";6157;1;"singleton";"";"AO090005001563";""
"12912";6158;1;"singleton";"";"AO090011000415";""
"12913";6160;1;"singleton";"AFUA_6G13500";"";""
"12914";6161;1;"singleton";"";"AO090005000491";""
"12915";6164;1;"singleton";"AFUA_4G04080";"";""
"12916";6166;1;"singleton";"AFUA_3G08720";"";""
"12917";6176;1;"singleton";"";"AO090005000320";""
"12918";6181;1;"singleton";"";"AO090103000116";""
"12919";6185;1;"singleton";"AFUA_2G18030";"";""
"12920";6187;1;"singleton";"";"AO090009000231";""
"12921";6189;1;"singleton";"";"AO090026000101";""
"12922";6203;1;"singleton";"";"AO090102000247";""
"12923";6206;1;"singleton";"AFUA_6G11540";"";""
"12924";6212;1;"singleton";"AFUA_2G18010";"";""
"12925";6213;1;"singleton";"";"AO090010000735";""
"12926";6214;1;"singleton";"";"AO090012000127";""
"12927";6215;1;"singleton";"AFUA_1G01480";"";""
"12928";6216;1;"singleton";"";"AO090011000743";""
"12929";6222;1;"singleton";"AFUA_1G03750";"";""
"12930";6223;1;"singleton";"AFUA_2G14120";"";""
"12931";6226;1;"singleton";"AFUA_2G13990";"";""
"12932";6228;1;"singleton";"AFUA_1G03200";"";""
"12933";6232;1;"singleton";"AFUA_6G13940";"";""
"12934";6235;1;"singleton";"";"AO090113000052";""
"12935";6240;1;"singleton";"";"AO090010000525";""
"12936";6242;1;"singleton";"";"AO090103000146";""
"12937";6243;1;"singleton";"";"AO090020000237";""
"12938";6248;1;"singleton";"";"AO090001000170";""
"12939";6249;1;"singleton";"AFUA_8G00560";"";""
"12940";6250;1;"singleton";"";"AO090001000260";""
"12941";6260;1;"singleton";"";"AO090701000669";""
"12942";6264;1;"singleton";"";"AO090166000102";""
"12943";6281;1;"singleton";"";"AO090005000384";""
"12944";6283;1;"singleton";"AFUA_2G10720";"";""
"12945";6285;1;"singleton";"AFUA_1G11340";"";""
"12946";6286;1;"singleton";"AFUA_6G11780";"";""
"12947";6288;1;"singleton";"";"AO090023000342";""
"12948";6292;1;"singleton";"";"AO090010000637";""
"12949";6294;1;"singleton";"";"AO090005000309";""
"12950";6295;1;"singleton";"";"AO090003001381";""
"12951";6305;1;"singleton";"";"AO090113000040";""
"12952";6307;1;"singleton";"AFUA_3G14730";"";""
"12953";6311;1;"singleton";"";"";"1133464"
"12954";6313;1;"singleton";"";"AO090011000330";""
"12955";6317;1;"singleton";"AFUA_1G16390";"";""
"12956";6318;1;"singleton";"";"AO090011000739";""
"12957";6321;1;"singleton";"AFUA_1G02650";"";""
"12958";6322;1;"singleton";"";"AO090010000025";""
"12959";6324;1;"singleton";"AFUA_4G14190";"";""
"12960";6327;1;"singleton";"";"AO090005000953";""
"12961";6332;1;"singleton";"AFUA_7G02240";"";""
"12962";6336;1;"singleton";"AFUA_1G01410";"";""
"12963";6338;1;"singleton";"AFUA_3G12360";"";""
"12964";6340;1;"singleton";"";"AO090020000565";""
"12965";6344;1;"singleton";"";"AO090102000056";""
"12966";6348;1;"singleton";"";"AO090023000453";""
"12967";6349;1;"singleton";"";"AO090020000261";""
"12968";6350;1;"singleton";"AFUA_5G02770";"";""
"12969";6351;1;"singleton";"";"AO090103000242";""
"12970";6352;1;"singleton";"";"AO090003001556";""
"12971";6353;1;"singleton";"";"AO090701000527";""
"12972";6360;1;"singleton";"";"AO090023000129";""
"12973";6366;1;"singleton";"AFUA_3G02080";"";""
"12974";6369;1;"singleton";"AFUA_5G12070";"";""
"12975";6370;1;"singleton";"";"AO090026000008";""
"12976";6371;1;"singleton";"";"AO090120000315";""
"12977";6373;1;"singleton";"";"";"1007598"
"12978";6375;1;"singleton";"AFUA_6G09670";"";""
"12979";6380;1;"singleton";"";"AO090009000164";""
"12980";6381;1;"singleton";"AFUA_3G02790";"";""
"12981";6383;1;"singleton";"";"AO090010000029";""
"12982";6387;1;"singleton";"";"AO090005000354";""
"12983";6391;1;"singleton";"";"AO090005001033";""
"12984";6395;1;"singleton";"";"AO090005000246";""
"12985";6396;1;"singleton";"";"AO090120000267";""
"12986";6397;1;"singleton";"";"";"45301"
"12987";6399;1;"singleton";"AFUA_6G02560";"";""
"12988";6400;1;"singleton";"";"AO090026000584";""
"12989";6403;1;"singleton";"";"AO090026000581";""
"12990";6411;1;"singleton";"";"AO090120000067";""
"12991";6412;1;"singleton";"";"AO090026000383";""
"12992";6413;1;"singleton";"";"AO090120000444";""
"12993";6414;1;"singleton";"";"AO090026000037";""
"12994";6416;1;"singleton";"";"AO090005000298";""
"12995";6422;1;"singleton";"";"AO090026000053";""
"12996";6426;1;"singleton";"AFUA_6G11700";"";""
"12997";6430;1;"singleton";"";"AO090012000165";""
"12998";6433;1;"singleton";"";"AO090102000513";""
"12999";6435;1;"singleton";"";"AO090023000415";""
"13000";6440;1;"singleton";"AFUA_6G13990";"";""
"13001";6445;1;"singleton";"";"AO090011000315";""
"13002";6446;1;"singleton";"AFUA_5G07680";"";""
"13003";6447;1;"singleton";"";"AO090005000324";""
"13004";6448;1;"singleton";"";"AO090005000490";""
"13005";6449;1;"singleton";"";"AO090003001443";""
"13006";6456;1;"singleton";"";"AO090012000704";""
"13007";6461;1;"singleton";"AFUA_5G14570";"";""
"13008";6463;1;"singleton";"AFUA_8G01960";"";""
"13009";6467;1;"singleton";"";"AO090026000030";""
"13010";6468;1;"singleton";"";"AO090138000041";""
"13011";6471;1;"singleton";"AFUA_7G08590";"";""
"13012";6472;1;"singleton";"";"AO090023000450";""
"13013";6473;1;"singleton";"";"AO090026000209";""
"13014";6476;1;"singleton";"";"AO090020000684";""
"13015";6480;1;"singleton";"AFUA_7G01770";"";""
"13016";6490;1;"singleton";"";"AO090005000219";""
"13017";6495;1;"singleton";"AFUA_5G00120";"";""
"13018";6499;1;"singleton";"";"AO090009000297";""
"13019";6500;1;"singleton";"AFUA_2G12730";"";""
"13020";6501;1;"singleton";"";"";"1223258"
"13021";6507;1;"singleton";"";"AO090026000029";""
"13022";6509;1;"singleton";"AFUA_6G01810";"";""
"13023";6516;1;"singleton";"";"AO090012000687";""
"13024";6517;1;"singleton";"AFUA_4G14810";"";""
"13025";6520;1;"singleton";"AFUA_4G14790";"";""
"13026";6521;1;"singleton";"";"AO090003000810";""
"13027";6523;1;"singleton";"";"AO090010000587";""
"13028";6526;1;"singleton";"";"";"1210379"
"13029";6527;1;"singleton";"AFUA_2G13560";"";""
"13030";6528;1;"singleton";"AFUA_4G12410";"";""
"13031";6529;1;"singleton";"AFUA_6G00530";"";""
"13032";6532;1;"singleton";"";"AO090001000557";""
"13033";6541;1;"singleton";"";"AO090038000213";""
"13034";6544;1;"singleton";"";"AO090023000456";""
"13035";6545;1;"singleton";"";"AO090001000664";""
"13036";6547;1;"singleton";"";"AO090026000073";""
"13037";6548;1;"singleton";"";"AO090026000094";""
"13038";6549;1;"singleton";"";"AO090023000348";""
"13039";6550;1;"singleton";"";"AO090005000514";""
"13040";6552;1;"singleton";"";"AO090102000381";""
"13041";6554;1;"singleton";"";"AO090113000174";""
"13042";6556;1;"singleton";"AFUA_2G14490";"";""
"13043";6558;1;"singleton";"";"AO090026000035";""
"13044";6560;1;"singleton";"";"AO090010000105";""
"13045";6561;1;"singleton";"AFUA_6G09050";"";""
"13046";6567;1;"singleton";"";"AO090012000026";""
"13047";6571;1;"singleton";"";"AO090001000124";""
"13048";6578;1;"singleton";"";"AO090011000249";""
"13049";6579;1;"singleton";"";"AO090010000160";""
"13050";6581;1;"singleton";"";"AO090120000369";""
"13051";6584;1;"singleton";"";"AO090009000601";""
"13052";6588;1;"singleton";"AFUA_6G07960";"";""
"13053";6589;1;"singleton";"";"AO090166000008";""
"13054";6591;1;"singleton";"";"AO090138000107";""
"13055";6597;1;"singleton";"";"AO090011000138";""
"13056";6604;1;"singleton";"AFUA_6G09730";"";""
"13057";6606;1;"singleton";"";"AO090009000068";""
"13058";6608;1;"singleton";"AFUA_4G14830";"";""
"13059";6611;1;"singleton";"AFUA_2G14560";"";""
"13060";6613;1;"singleton";"";"AO090020000543";""
"13061";6618;1;"singleton";"";"AO090038000271";""
"13062";6619;1;"singleton";"";"AO090701000088";""
"13063";6621;1;"singleton";"";"AO090010000501";""
"13064";6624;1;"singleton";"";"AO090005000670";""
"13065";6625;1;"singleton";"AFUA_7G01160";"";""
"13066";6630;1;"singleton";"";"AO090001000567";""
"13067";6632;1;"singleton";"";"AO090701000525";""
"13068";6633;1;"singleton";"AFUA_1G16620";"";""
"13069";6636;1;"singleton";"AFUA_5G06630";"";""
"13070";6638;1;"singleton";"AFUA_2G10880";"";""
"13071";6645;1;"singleton";"";"AO090005000521";""
"13072";6646;1;"singleton";"AFUA_7G06960";"";""
"13073";6647;1;"singleton";"";"AO090011000243";""
"13074";6651;1;"singleton";"";"AO090005000323";""
"13075";6652;1;"singleton";"";"AO090003001416";""
"13076";6653;1;"singleton";"";"AO090009000455";""
"13077";6655;1;"singleton";"";"AO090005000062";""
"13078";6656;1;"singleton";"AFUA_5G06640";"";""
"13079";6659;1;"singleton";"AFUA_3G13690";"";""
"13080";6660;1;"singleton";"AFUA_7G06760";"";""
"13081";6662;1;"singleton";"";"AO090010000377";""
"13082";6663;1;"singleton";"AFUA_6G13945";"";""
"13083";6675;1;"singleton";"";"AO090020000275";""
"13084";6683;1;"singleton";"AFUA_4G09760";"";""
"13085";6693;1;"singleton";"AFUA_4G04510";"";""
"13086";6694;1;"singleton";"";"AO090103000173";""
"13087";6697;1;"singleton";"";"AO090012000933";""
"13088";6702;1;"singleton";"AFUA_1G15840";"";""
"13089";6705;1;"singleton";"";"AO090005000336";""
"13090";6707;1;"singleton";"";"AO090003001015";""
"13091";6708;1;"singleton";"";"AO090026000022";""
"13092";6710;1;"singleton";"AFUA_6G03280";"";""
"13093";6711;1;"singleton";"";"AO090011000411";""
"13094";6712;1;"singleton";"";"AO090003000764";""
"13095";6717;1;"singleton";"";"AO090023000621";""
"13096";6718;1;"singleton";"";"AO090113000117";""
"13097";6720;1;"singleton";"AFUA_3G03720";"";""
"13098";6726;1;"singleton";"";"AO090010000247";""
"13099";6727;1;"singleton";"AFUA_4G12350";"";""
"13100";6728;1;"singleton";"";"AO090003001415";""
"13101";6731;1;"singleton";"";"AO090005000022";""
"13102";6734;1;"singleton";"AFUA_1G01340";"";""
"13103";6735;1;"singleton";"";"AO090701000877";""
"13104";6736;1;"singleton";"AFUA_6G09580";"";""
"13105";6738;1;"singleton";"";"AO090020000140";""
"13106";6741;1;"singleton";"AFUA_5G01080";"";""
"13107";6743;1;"singleton";"AFUA_6G03920";"";""
"13108";6746;1;"singleton";"";"AO090003000220";""
"13109";6754;1;"singleton";"AFUA_6G04140";"";""
"13110";6756;1;"singleton";"AFUA_8G00760";"";""
"13111";6757;1;"singleton";"AFUA_7G05850";"";""
"13112";6758;1;"singleton";"AFUA_2G14430";"";""
"13113";6765;1;"singleton";"";"AO090120000449";""
"13114";6769;1;"singleton";"AFUA_8G01830";"";""
"13115";6770;1;"singleton";"AFUA_1G01420";"";""
"13116";6774;1;"singleton";"";"AO090005000215";""
"13117";6775;1;"singleton";"";"AO090009000505";""
"13118";6776;1;"singleton";"";"AO090020000386";""
"13119";6778;1;"singleton";"AFUA_6G03440";"";""
"13120";6779;1;"singleton";"";"AO090011000453";""
"13121";6783;1;"singleton";"";"AO090113000022";""
"13122";6789;1;"singleton";"AFUA_6G13680";"";""
"13123";6791;1;"singleton";"";"AO090120000167";""
"13124";6794;1;"singleton";"AFUA_2G07340";"";""
"13125";6795;1;"singleton";"AFUA_6G12070";"";""
"13126";6797;1;"singleton";"";"AO090009000474";""
"13127";6805;1;"singleton";"";"AO090005001417";""
"13128";6813;1;"singleton";"";"AO090023000037";""
"13129";6817;1;"singleton";"AFUA_7G01560";"";""
"13130";6821;1;"singleton";"AFUA_1G00980";"";""
"13131";6822;1;"singleton";"";"AO090011000073";""
"13132";6829;1;"singleton";"";"AO090011000685";""
"13133";6834;1;"singleton";"";"AO090026000021";""
"13134";6841;1;"singleton";"";"AO090138000009";""
"13135";6844;1;"singleton";"AFUA_4G08560";"";""
"13136";6846;1;"singleton";"AFUA_2G07490";"";""
"13137";6847;1;"singleton";"";"AO090005000801";""
"13138";6849;1;"singleton";"AFUA_2G18020";"";""
"13139";6862;1;"singleton";"AFUA_6G11640";"";""
"13140";6869;1;"singleton";"";"";"1228718"
"13141";6870;1;"singleton";"AFUA_3G15380";"";""
"13142";6875;1;"singleton";"";"";"1172130"
"13143";6881;1;"singleton";"";"AO090005000991";""
"13144";6883;1;"singleton";"";"AO090701000686";""
"13145";6884;1;"singleton";"AFUA_8G01270";"";""
"13146";6886;1;"singleton";"";"AO090005000118";""
"13147";6888;1;"singleton";"AFUA_3G12460";"";""
"13148";6889;1;"singleton";"";"AO090038000197";""
"13149";6890;1;"singleton";"";"AO090166000097";""
"13150";6893;1;"singleton";"AFUA_7G06800";"";""
"13151";6895;1;"singleton";"";"AO090701000336";""
"13152";6897;1;"singleton";"";"AO090103000422";""
"13153";6898;1;"singleton";"";"AO090026000020";""
"13154";6901;1;"singleton";"";"AO090003000579";""
"13155";6908;1;"singleton";"AFUA_4G08620";"";""
"13156";6911;1;"singleton";"";"AO090005000963";""
"13157";6913;1;"singleton";"";"AO090003000337";""
"13158";6915;1;"singleton";"";"AO090009000011";""
"13159";6916;1;"singleton";"";"AO090005000343";""
"13160";6918;1;"singleton";"";"AO090001000213";""
"13161";6921;1;"singleton";"AFUA_7G06590";"";""
"13162";6923;1;"singleton";"AFUA_3G03580";"";""
"13163";6925;1;"singleton";"";"AO090023000098";""
"13164";6933;1;"singleton";"";"AO090701000899";""
"13165";6936;1;"singleton";"AFUA_2G10810";"";""
"13166";6939;1;"singleton";"";"AO090166000116";""
"13167";6943;1;"singleton";"AFUA_6G09760";"";""
"13168";6946;1;"singleton";"";"AO090003000223";""
"13169";6949;1;"singleton";"";"AO090001000746";""
"13170";6952;1;"singleton";"";"AO090166000119";""
"13171";6957;1;"singleton";"";"AO090026000154";""
"13172";6960;1;"singleton";"";"AO090003000185";""
"13173";6964;1;"singleton";"";"AO090102000169";""
"13174";6965;1;"singleton";"";"AO090102000396";""
"13175";6970;1;"singleton";"";"AO090023000012";""
"13176";6971;1;"singleton";"";"AO090701000262";""
"13177";6973;1;"singleton";"AFUA_4G01322";"";""
"13178";6974;1;"singleton";"AFUA_8G00240";"";""
"13179";6975;1;"singleton";"";"AO090020000473";""
"13180";6979;1;"singleton";"";"AO090005001596";""
"13181";6980;1;"singleton";"";"AO090005001028";""
"13182";6983;1;"singleton";"";"AO090010000529";""
"13183";6984;1;"singleton";"AFUA_8G00120";"";""
"13184";6985;1;"singleton";"";"AO090001000028";""
"13185";6988;1;"singleton";"";"AO090023000302";""
"13186";6991;1;"singleton";"";"AO090012000959";""
"13187";6997;1;"singleton";"";"AO090701000519";""
"13188";7000;1;"singleton";"AFUA_7G05000";"";""
"13189";7001;1;"singleton";"";"AO090012000360";""
"13190";7003;1;"singleton";"AFUA_6G14230";"";""
"13191";7005;1;"singleton";"AFUA_6G09630";"";""
"13192";7009;1;"singleton";"AFUA_5G09440";"";""
"13193";7015;1;"singleton";"";"AO090005001130";""
"13194";7020;1;"singleton";"";"AO090003001360";""
"13195";7021;1;"singleton";"";"AO090012000834";""
"13196";7026;1;"singleton";"AFUA_5G12750";"";""
"13197";7027;1;"singleton";"AFUA_4G09390";"";""
"13198";7028;1;"singleton";"";"AO090005000326";""
"13199";7029;1;"singleton";"AFUA_1G16860";"";""
"13200";7030;1;"singleton";"AFUA_6G14480";"";""
"13201";7031;1;"singleton";"";"AO090020000372";""
"13202";7036;1;"singleton";"";"AO090012000519";""
"13203";7038;1;"singleton";"";"AO090023000267";""
"13204";7040;1;"singleton";"";"AO090701000630";""
"13205";7050;1;"singleton";"AFUA_4G11420";"";""
"13206";7051;1;"singleton";"";"AO090005000968";""
"13207";7055;1;"singleton";"AFUA_8G02240";"";""
"13208";7058;1;"singleton";"AFUA_1G00350";"";""
"13209";7062;1;"singleton";"";"AO090012000689";""
"13210";7079;1;"singleton";"";"";"1208689"
"13211";7080;1;"singleton";"AFUA_5G01600";"";""
"13212";7081;1;"singleton";"";"AO090166000085";""
"13213";7083;1;"singleton";"";"AO090012000703";""
"13214";7090;1;"singleton";"";"AO090023000008";""
"13215";7094;1;"singleton";"AFUA_3G14610";"";""
"13216";7095;1;"singleton";"";"AO090009000148";""
"13217";7099;1;"singleton";"AFUA_4G13050";"";""
"13218";7102;1;"singleton";"";"AO090011000156";""
"13219";7104;1;"singleton";"";"AO090102000195";""
"13220";7115;1;"singleton";"";"AO090020000610";""
"13221";7116;1;"singleton";"";"AO090003000523";""
"13222";7117;1;"singleton";"AFUA_2G16330";"";""
"13223";7118;1;"singleton";"AFUA_3G13510";"";""
"13224";7119;1;"singleton";"AFUA_6G12320";"";""
"13225";7120;1;"singleton";"AFUA_4G09255";"";""
"13226";7122;1;"singleton";"AFUA_4G13450";"";""
"13227";7124;1;"singleton";"";"AO090010000145";""
"13228";7126;1;"singleton";"";"AO090011000413";""
"13229";7131;1;"singleton";"AFUA_3G12982";"";""
"13230";7134;1;"singleton";"";"AO090103000494";""
"13231";7135;1;"singleton";"";"AO090003000580";""
"13232";7137;1;"singleton";"AFUA_1G10030";"";""
"13233";7138;1;"singleton";"AFUA_3G05990";"";""
"13234";7140;1;"singleton";"AFUA_2G14970";"";""
"13235";7143;1;"singleton";"";"AO090020000478";""
"13236";7146;1;"singleton";"";"AO090012000542";""
"13237";7148;1;"singleton";"AFUA_7G00270";"";""
"13238";7149;1;"singleton";"AFUA_2G00650";"";""
"13239";7150;1;"singleton";"";"AO090023000095";""
"13240";7152;1;"singleton";"AFUA_2G13500";"";""
"13241";7154;1;"singleton";"AFUA_6G14020";"";""
"13242";7155;1;"singleton";"";"AO090124000056";""
"13243";7158;1;"singleton";"AFUA_4G14580";"";""
"13244";7159;1;"singleton";"";"AO090003000576";""
"13245";7160;1;"singleton";"";"AO090102000007";""
"13246";7164;1;"singleton";"";"AO090020000568";""
"13247";7166;1;"singleton";"";"AO090026000061";""
"13248";7168;1;"singleton";"";"AO090103000353";""
"13249";7173;1;"singleton";"";"AO090023000254";""
"13250";7183;1;"singleton";"";"AO090011000256";""
"13251";7184;1;"singleton";"";"AO090012000464";""
"13252";7186;1;"singleton";"";"AO090003001506";""
"13253";7188;1;"singleton";"AFUA_5G01180";"";""
"13254";7189;1;"singleton";"AFUA_5G01460";"";""
"13255";7190;1;"singleton";"AFUA_3G12240";"";""
"13256";7194;1;"singleton";"AFUA_3G12230";"";""
"13257";7195;1;"singleton";"";"AO090010000169";""
"13258";7198;1;"singleton";"AFUA_5G00660";"";""
"13259";7199;1;"singleton";"";"AO090701000853";""
"13260";7204;1;"singleton";"AFUA_6G06480";"";""
"13261";7207;1;"singleton";"";"AO090138000169";""
"13262";7208;1;"singleton";"";"AO090011000432";""
"13263";7209;1;"singleton";"AFUA_4G09770";"";""
"13264";7210;1;"singleton";"";"AO090701000521";""
"13265";7214;1;"singleton";"AFUA_3G14870";"";""
"13266";7216;1;"singleton";"";"AO090010000386";""
