"Aoryzae";"cluster"
"AO090003001544";"cluster_10039"
"AO090011000459";"cluster_10048"
"AO090138000094";"cluster_10053"
"AO090020000241";"cluster_10061"
"AO090001000045";"cluster_10069"
"AO090011000729";"cluster_10070"
"AO090023000844";"cluster_10079"
"AO090026000381";"cluster_10080"
"AO090023000162";"cluster_10091"
"AO090020000505";"cluster_10093"
"AO090003000336";"cluster_10103"
"AO090701000365";"cluster_10105"
"AO090020000451";"cluster_10107"
"AO090001000136";"cluster_10119"
"AO090701000551";"cluster_10133"
"AO090701000001";"cluster_10139"
"AO090023000103";"cluster_10145"
"AO090701000822";"cluster_10149"
"AO090001000622";"cluster_10151"
"AO090011000131";"cluster_10153"
"AO090023000549";"cluster_10160"
"AO090023000684";"cluster_10162"
"AO090010000201";"cluster_10165"
"AO090012000079";"cluster_10166"
"AO090001000268";"cluster_10175"
"AO090012000686";"cluster_10183"
"AO090010000287";"cluster_10194"
"AO090005001344";"cluster_10195"
"AO090701000532";"cluster_10196"
"AO090003000577";"cluster_10210"
"AO090005000557";"cluster_10213"
"AO090020000479";"cluster_10216"
"AO090038000513";"cluster_10218"
"AO090010000656";"cluster_10224"
"AO090003001263";"cluster_10228"
"AO090701000742";"cluster_10231"
"AO090023000553";"cluster_10235"
"AO090023000330";"cluster_10253"
"AO090026000052";"cluster_10254"
"AO090103000316";"cluster_10262"
"AO090011000094";"cluster_10267"
"AO090020000363";"cluster_10268"
"AO090026000132";"cluster_10273"
"AO090038000036";"cluster_10275"
"AO090701000648";"cluster_10288"
"AO090009000093";"cluster_10310"
"AO090038000017";"cluster_10311"
"AO090113000032";"cluster_10312"
"AO090120000037";"cluster_10314"
"AO090120000492";"cluster_10316"
"AO090103000301";"cluster_10317"
"AO090701000313";"cluster_10319"
"AO090012000412";"cluster_10321"
"AO090005001457";"cluster_10335"
"AO090103000387";"cluster_10336"
"AO090038000545";"cluster_10338"
"AO090005000966";"cluster_10343"
"AO090120000012";"cluster_10346"
"AO090011000397";"cluster_10351"
"AO090020000676";"cluster_10357"
"AO090001000100";"cluster_10370"
"AO090003001550";"cluster_10374"
"AO090005001189";"cluster_10376"
"AO090005000932";"cluster_10381"
"AO090701000723";"cluster_10396"
"AO090701000672";"cluster_10397"
"AO090003001356";"cluster_10399"
"AO090009000533";"cluster_10408"
"AO090124000059";"cluster_10412"
"AO090003001172";"cluster_10415"
"AO090012000439";"cluster_10417"
"AO090023000735";"cluster_10420"
"AO090020000247";"cluster_10421"
"AO090038000214";"cluster_10431"
"AO090012000064";"cluster_10438"
"AO090701000382";"cluster_10440"
"AO090009000562";"cluster_10441"
"AO090010000569";"cluster_10444"
"AO090011000103";"cluster_10445"
"AO090023000610";"cluster_10446"
"AO090102000309";"cluster_10456"
"AO090206000119";"cluster_10462"
"AO090038000151";"cluster_10464"
"AO090003000986";"cluster_10469"
"AO090113000020";"cluster_10470"
"AO090113000164";"cluster_10482"
"AO090010000144";"cluster_10483"
"AO090009000526";"cluster_10495"
"AO090003001449";"cluster_10502"
"AO090003000294";"cluster_10508"
"AO090005001128";"cluster_10509"
"AO090001000673";"cluster_10515"
"AO090701000236";"cluster_10529"
"AO090020000494";"cluster_10539"
"AO090010000230";"cluster_10542"
"AO090003000183";"cluster_10553"
"AO090001000127";"cluster_10554"
"AO090012000231";"cluster_10555"
"AO090701000631";"cluster_10556"
"AO090005000498";"cluster_10558"
"AO090023000174";"cluster_10562"
"AO090038000119";"cluster_10579"
"AO090701000599";"cluster_10584"
"AO090023000499";"cluster_10585"
"AO090010000588";"cluster_10586"
"AO090011000678";"cluster_10587"
"AO090038000115";"cluster_10592"
"AO090020000384";"cluster_10610"
"AO090005000243";"cluster_10611"
"AO090005000360";"cluster_10627"
"AO090020000255";"cluster_10632"
"AO090012000428";"cluster_10639"
"AO090103000284";"cluster_10645"
"AO090009000351";"cluster_10651"
"AO090010000431";"cluster_10653"
"AO090012000518";"cluster_10667"
"AO090020000677";"cluster_10668"
"AO090020000224";"cluster_10670"
"AO090003000124";"cluster_10671"
"AO090038000329";"cluster_10672"
"AO090023000166";"cluster_10676"
"AO090701000529";"cluster_10677"
"AO090012000678";"cluster_10697"
"AO090003000781";"cluster_10698"
"AO090038000208";"cluster_10699"
"AO090011000154";"cluster_10702"
"AO090701000241";"cluster_10713"
"AO090103000201";"cluster_10724"
"AO090011000068";"cluster_10727"
"AO090701000565";"cluster_10736"
"AO090012000335";"cluster_10737"
"AO090138000018";"cluster_10738"
"AO090009000282";"cluster_10743"
"AO090011000419";"cluster_10752"
"AO090026000062";"cluster_10761"
"AO090001000531";"cluster_10762"
"AO090010000061";"cluster_10771"
"AO090001000291";"cluster_10772"
"AO090010000249";"cluster_10776"
"AO090038000526";"cluster_10780"
"AO090701000470";"cluster_10781"
"AO090113000107";"cluster_10791"
"AO090023000069";"cluster_10794"
"AO090003001412";"cluster_10799"
"AO090010000424";"cluster_10811"
"AO090011000107";"cluster_10813"
"AO090010000556";"cluster_10822"
"AO090010000168";"cluster_10829"
"AO090103000308";"cluster_10840"
"AO090011000704";"cluster_10850"
"AO090103000431";"cluster_10860"
"AO090001000310";"cluster_10862"
"AO090010000180";"cluster_10864"
"AO090026000068";"cluster_10869"
"AO090701000322";"cluster_10879"
"AO090011000834";"cluster_10888"
"AO090005000244";"cluster_10891"
"AO090010000543";"cluster_10892"
"AO090001000558";"cluster_10894"
"AO090005000307";"cluster_10895"
"AO090010000435";"cluster_10900"
"AO090701000392";"cluster_10905"
"AO090026000609";"cluster_10906"
"AO090012000011";"cluster_10916"
"AO090701000902";"cluster_10918"
"AO090011000228";"cluster_10920"
"AO090005000330";"cluster_10927"
"AO090009000113";"cluster_10932"
"AO090001000137";"cluster_10942"
"AO090701000242";"cluster_10952"
"AO090010000406";"cluster_10956"
"AO090026000070";"cluster_10969"
"AO090026000074";"cluster_10976"
"AO090003001368";"cluster_10978"
"AO090001000216";"cluster_10982"
"AO090120000451";"cluster_10983"
"AO090023000298";"cluster_10984"
"AO090001000287";"cluster_10988"
"AO090005000591";"cluster_10989"
"AO090020000509";"cluster_10990"
"AO090010000454";"cluster_10991"
"AO090010000624";"cluster_11013"
"AO090103000220";"cluster_11014"
"AO090103000405";"cluster_11018"
"AO090023000656";"cluster_11019"
"AO090113000070";"cluster_11021"
"AO090026000036";"cluster_11023"
"AO090001000038";"cluster_11025"
"AO090120000019";"cluster_11039"
"AO090011000869";"cluster_11043"
"AO090038000227";"cluster_11044"
"AO090005000678";"cluster_11046"
"AO090011000139";"cluster_11047"
"AO090005000065";"cluster_11048"
"AO090038000591";"cluster_11059"
"AO090023000551";"cluster_11064"
"AO090009000143";"cluster_11071"
"AO090701000376";"cluster_11074"
"AO090038000273";"cluster_11075"
"AO090012000082";"cluster_11080"
"AO090023000213";"cluster_11083"
"AO090009000393";"cluster_11089"
"AO090113000106";"cluster_11091"
"AO090005000513";"cluster_11095"
"AO090005000039";"cluster_11103"
"AO090009000390";"cluster_11109"
"AO090103000388";"cluster_11121"
"AO090038000544";"cluster_11122"
"AO090001000115";"cluster_11127"
"AO090701000202";"cluster_11137"
"AO090102000191";"cluster_11140"
"AO090120000282";"cluster_11146"
"AO090005001411";"cluster_11152"
"AO090003000558";"cluster_11156"
"AO090138000159";"cluster_11163"
"AO090012000014";"cluster_11166"
"AO090003000378";"cluster_11177"
"AO090010000336";"cluster_11192"
"AO090026000801";"cluster_11193"
"AO090103000057";"cluster_11194"
"AO090026000038";"cluster_11195"
"AO090103000187";"cluster_11196"
"AO090011000090";"cluster_11198"
"AO090001000261";"cluster_11199"
"AO090012000395";"cluster_11200"
"AO090701000514";"cluster_11201"
"AO090038000479";"cluster_11211"
"AO090701000466";"cluster_11216"
"AO090102000214";"cluster_11218"
"AO090103000150";"cluster_11219"
"AO090010000598";"cluster_11223"
"AO090102000082";"cluster_11224"
"AO090038000140";"cluster_11226"
"AO090001000244";"cluster_11228"
"AO090020000691";"cluster_11229"
"AO090001000467";"cluster_11232"
"AO090701000185";"cluster_11244"
"AO090023000394";"cluster_11255"
"AO090009000129";"cluster_11256"
"AO090103000313";"cluster_11276"
"AO090038000001";"cluster_11281"
"AO090011000673";"cluster_11282"
"AO090005000945";"cluster_11283"
"AO090010000616";"cluster_11295"
"AO090023000096";"cluster_11302"
"AO090038000072";"cluster_11303"
"AO090023000007";"cluster_11304"
"AO090011000234";"cluster_11311"
"AO090023000451";"cluster_11312"
"AO090206000030";"cluster_11320"
"AO090138000205";"cluster_11330"
"AO090120000060";"cluster_11331"
"AO090011000157";"cluster_11333"
"AO090003001253";"cluster_11337"
"AO090001000126";"cluster_11338"
"AO090138000164";"cluster_11341"
"AO090011000629";"cluster_11355"
"AO090005000909";"cluster_11372"
"AO090020000447";"cluster_11382"
"AO090023000111";"cluster_11384"
"AO090005000064";"cluster_11385"
"AO090005000282";"cluster_11398"
"AO090005000154";"cluster_11409"
"AO090023000117";"cluster_11419"
"AO090010000445";"cluster_11423"
"AO090020000690";"cluster_11427"
"AO090038000174";"cluster_11430"
"AO090010000510";"cluster_11435"
"AO090038000431";"cluster_11436"
"AO090001000279";"cluster_11438"
"AO090206000090";"cluster_11442"
"AO090003001135";"cluster_11443"
"AO090138000085";"cluster_11446"
"AO090138000129";"cluster_11447"
"AO090701000494";"cluster_11450"
"AO090103000508";"cluster_11465"
"AO090003001453";"cluster_11475"
"AO090003000456";"cluster_11478"
"AO090010000526";"cluster_11481"
"AO090009000527";"cluster_11484"
"AO090701000852";"cluster_11486"
"AO090005000250";"cluster_11503"
"AO090012000017";"cluster_11505"
"AO090102000484";"cluster_11506"
"AO090206000123";"cluster_11509"
"AO090103000234";"cluster_11512"
"AO090124000065";"cluster_11515"
"AO090001000017";"cluster_11529"
"AO090023000464";"cluster_11532"
"AO090003000574";"cluster_11535"
"AO090011000171";"cluster_11538"
"AO090009000038";"cluster_11542"
"AO090023000480";"cluster_11544"
"AO090120000418";"cluster_11545"
"AO090023000843";"cluster_11548"
"AO090003000561";"cluster_11550"
"AO090120000032";"cluster_11562"
"AO090005000674";"cluster_11569"
"AO090701000577";"cluster_11570"
"AO090005000404";"cluster_11574"
"AO090023000035";"cluster_11575"
"AO090023000373";"cluster_11584"
"AO090011000091";"cluster_11597"
"AO090010000571";"cluster_11599"
"AO090102000042";"cluster_11608"
"AO090026000017";"cluster_11609"
"AO090102000329";"cluster_11612"
"AO090012000586";"cluster_11615"
"AO090003000485";"cluster_11619"
"AO090026000177";"cluster_11625"
"AO090166000109";"cluster_11633"
"AO090020000171";"cluster_11640"
"AO090001000037";"cluster_11644"
"AO090001000312";"cluster_11650"
"AO090010000027";"cluster_11653"
"AO090166000067";"cluster_11657"
"AO090102000158";"cluster_11658"
"AO090003000412";"cluster_11660"
"AO090011000827";"cluster_11669"
"AO090009000153";"cluster_11671"
"AO090701000617";"cluster_11672"
"AO090026000279";"cluster_11680"
"AO090102000185";"cluster_11681"
"AO090020000254";"cluster_11684"
"AO090023000157";"cluster_11688"
"AO090023000074";"cluster_11690"
"AO090011000150";"cluster_11693"
"AO090103000101";"cluster_11701"
"AO090020000066";"cluster_11704"
"AO090005001096";"cluster_11706"
"AO090103000369";"cluster_11707"
"AO090701000807";"cluster_11711"
"AO090010000450";"cluster_11716"
"AO090701000607";"cluster_11717"
"AO090020000538";"cluster_11722"
"AO090005001566";"cluster_11727"
"AO090003001427";"cluster_11729"
"AO090012000363";"cluster_11739"
"AO090138000080";"cluster_11740"
"AO090023000876";"cluster_11743"
"AO090005000836";"cluster_11744"
"AO090701000549";"cluster_11749"
"AO090020000239";"cluster_11751"
"AO090003000136";"cluster_11755"
"AO090005000207";"cluster_11760"
"AO090701000292";"cluster_11764"
"AO090005001247";"cluster_11766"
"AO090010000309";"cluster_11767"
"AO090701000562";"cluster_11768"
"AO090026000768";"cluster_11778"
"AO090026000145";"cluster_11785"
"AO090113000157";"cluster_11786"
"AO090005000395";"cluster_11791"
"AO090701000268";"cluster_11794"
"AO090023000176";"cluster_11798"
"AO090023000212";"cluster_11801"
"AO090005000341";"cluster_11802"
"AO090009000465";"cluster_11806"
"AO090011000749";"cluster_11821"
"AO090026000148";"cluster_11828"
"AO090012000739";"cluster_11829"
"AO090020000720";"cluster_11830"
"AO090005000222";"cluster_11832"
"AO090038000577";"cluster_11834"
"AO090026000374";"cluster_11841"
"AO090020000719";"cluster_11851"
"AO090011000188";"cluster_11855"
"AO090001000155";"cluster_11856"
"AO090003001331";"cluster_11863"
"AO090103000248";"cluster_11864"
"AO090012000751";"cluster_11865"
"AO090026000363";"cluster_11866"
"AO090701000900";"cluster_11871"
"AO090012000020";"cluster_11874"
"AO090012000731";"cluster_11876"
"AO090026000747";"cluster_11877"
"AO090003001380";"cluster_11878"
"AO090020000615";"cluster_11888"
"AO090005001342";"cluster_11891"
"AO090003001039";"cluster_11894"
"AO090001000632";"cluster_11895"
"AO090010000383";"cluster_11897"
"AO090103000450";"cluster_11900"
"AO090010000342";"cluster_11903"
"AO090020000589";"cluster_11915"
"AO090001000209";"cluster_11918"
"AO090138000014";"cluster_11921"
"AO090103000203";"cluster_11922"
"AO090701000855";"cluster_11929"
"AO090012000356";"cluster_11930"
"AO090012000218";"cluster_11937"
"AO090023000236";"cluster_11939"
"AO090012000367";"cluster_11941"
"AO090003001452";"cluster_11945"
"AO090012000345";"cluster_11947"
"AO090011000524";"cluster_11948"
"AO090011000805";"cluster_11953"
"AO090038000123";"cluster_11957"
"AO090701000247";"cluster_11962"
"AO090003001287";"cluster_11963"
"AO090023000436";"cluster_11965"
"AO090003000346";"cluster_11968"
"AO090012000253";"cluster_11970"
"AO090026000723";"cluster_11981"
"AO090138000078";"cluster_11984"
"AO090003000390";"cluster_11986"
"AO090102000283";"cluster_11987"
"AO090005000209";"cluster_11988"
"AO090020000532";"cluster_11991"
"AO090010000574";"cluster_11994"
"AO090113000067";"cluster_12004"
"AO090701000536";"cluster_12011"
"AO090103000371";"cluster_12013"
"AO090003001479";"cluster_12015"
"AO090038000319";"cluster_12019"
"AO090020000383";"cluster_12020"
"AO090011000105";"cluster_12023"
"AO090003000039";"cluster_12024"
"AO090701000706";"cluster_12025"
"AO090120000489";"cluster_12026"
"AO090001000536";"cluster_12028"
"AO090102000081";"cluster_12030"
"AO090010000692";"cluster_12031"
"AO090023000603";"cluster_12048"
"AO090009000528";"cluster_12051"
"AO090023000324";"cluster_12052"
"AO090003000060";"cluster_12061"
"AO090005000515";"cluster_12063"
"AO090005000035";"cluster_12064"
"AO090012000792";"cluster_12081"
"AO090005000160";"cluster_12082"
"AO090009000357";"cluster_12084"
"AO090103000486";"cluster_12085"
"AO090701000772";"cluster_12092"
"AO090701000874";"cluster_12094"
"AO090026000048";"cluster_12100"
"AO090701000474";"cluster_12110"
"AO090012000161";"cluster_12118"
"AO090001000249";"cluster_12120"
"AO090020000142";"cluster_12123"
"AO090010000022";"cluster_12127"
"AO090005000048";"cluster_12132"
"AO090138000167";"cluster_12133"
"AO090103000424";"cluster_12140"
"AO090003001315";"cluster_12141"
"AO090010000354";"cluster_12148"
"AO090012000160";"cluster_12149"
"AO090011000096";"cluster_12151"
"AO090001000226";"cluster_12168"
"AO090701000496";"cluster_12169"
"AO090113000036";"cluster_12172"
"AO090003000733";"cluster_12174"
"AO090120000022";"cluster_12175"
"AO090701000461";"cluster_12184"
"AO090026000080";"cluster_12188"
"AO090003001468";"cluster_12190"
"AO090005000023";"cluster_12194"
"AO090005000001";"cluster_12199"
"AO090003000150";"cluster_12200"
"AO090001000256";"cluster_12205"
"AO090138000048";"cluster_12208"
"AO090701000569";"cluster_12209"
"AO090005000926";"cluster_12210"
"AO090206000095";"cluster_12218"
"AO090011000149";"cluster_12221"
"AO090010000162";"cluster_12237"
"AO090103000287";"cluster_12240"
"AO090023000021";"cluster_12251"
"AO090011000726";"cluster_12254"
"AO090011000406";"cluster_12256"
"AO090009000603";"cluster_12258"
"AO090701000372";"cluster_12259"
"AO090038000209";"cluster_12263"
"AO090026000691";"cluster_12265"
"AO090010000747";"cluster_12266"
"AO090206000124";"cluster_12283"
"AO090011000668";"cluster_12292"
"AO090701000305";"cluster_12293"
"AO090003000250";"cluster_12295"
"AO090103000217";"cluster_12306"
"AO090701000526";"cluster_12308"
"AO090010000319";"cluster_12314"
"AO090010000363";"cluster_12322"
"AO090026000582";"cluster_12323"
"AO090102000305";"cluster_12324"
"AO090023000097";"cluster_12325"
"AO090005001314";"cluster_12327"
"AO090005000097";"cluster_12328"
"AO090003001473";"cluster_12341"
"AO090005000660";"cluster_12342"
"AO090023000948";"cluster_12347"
"AO090003001512";"cluster_12352"
"AO090023000119";"cluster_12354"
"AO090005001399";"cluster_12359"
"AO090012000107";"cluster_12360"
"AO090103000189";"cluster_12362"
"AO090012000013";"cluster_12373"
"AO090003000379";"cluster_12378"
"AO090701000371";"cluster_12380"
"AO090005000918";"cluster_12384"
"AO090701000471";"cluster_12387"
"AO090012000232";"cluster_12395"
"AO090005000036";"cluster_12397"
"AO090103000056";"cluster_12401"
"AO090103000107";"cluster_12402"
"AO090005000234";"cluster_12405"
"AO090011000001";"cluster_12406"
"AO090103000372";"cluster_12409"
"AO090701000205";"cluster_12414"
"AO090003000748";"cluster_12415"
"AO090011000751";"cluster_12416"
"AO090026000560";"cluster_12418"
"AO090010000235";"cluster_12419"
"AO090023000273";"cluster_12426"
"AO090001000128";"cluster_12432"
"AO090005001115";"cluster_12437"
"AO090113000201";"cluster_12443"
"AO090001000056";"cluster_12447"
"AO090206000102";"cluster_12449"
"AO090003001543";"cluster_12453"
"AO090001000075";"cluster_12454"
"AO090001000545";"cluster_12461"
"AO090005000954";"cluster_12466"
"AO090012000122";"cluster_12467"
"AO090005000237";"cluster_12468"
"AO090010000770";"cluster_12470"
"AO090701000786";"cluster_12471"
"AO090020000458";"cluster_12472"
"AO090023000987";"cluster_12479"
"AO090103000432";"cluster_12484"
"AO090166000096";"cluster_12489"
"AO090701000419";"cluster_12498"
"AO090001000533";"cluster_12502"
"AO090010000536";"cluster_12509"
"AO090103000273";"cluster_12510"
"AO090010000269";"cluster_12513"
"AO090103000345";"cluster_12514"
"AO090005000386";"cluster_12523"
"AO090012000031";"cluster_12524"
"AO090010000140";"cluster_12534"
"AO090038000201";"cluster_12536"
"AO090124000004";"cluster_12537"
"AO090701000544";"cluster_12539"
"AO090103000404";"cluster_12541"
"AO090701000840";"cluster_12542"
"AO090011000733";"cluster_12543"
"AO090011000911";"cluster_12544"
"AO090005001319";"cluster_12545"
"AO090103000221";"cluster_12546"
"AO090026000054";"cluster_12550"
"AO090124000029";"cluster_12555"
"AO090010000688";"cluster_12556"
"AO090701000387";"cluster_12561"
"AO090701000904";"cluster_12563"
"AO090003001185";"cluster_12564"
"AO090103000312";"cluster_12567"
"AO090020000437";"cluster_12572"
"AO090020000226";"cluster_12574"
"AO090026000024";"cluster_12581"
"AO090011000405";"cluster_12586"
"AO090011000164";"cluster_12594"
"AO090009000247";"cluster_12596"
"AO090010000270";"cluster_12597"
"AO090023000043";"cluster_12598"
"AO090023000135";"cluster_12601"
"AO090038000085";"cluster_12602"
"AO090001000284";"cluster_12604"
"AO090005000587";"cluster_12612"
"AO090012000116";"cluster_12614"
"AO090102000386";"cluster_12623"
"AO090005000520";"cluster_12633"
"AO090124000041";"cluster_12643"
"AO090003000587";"cluster_12649"
"AO090005001334";"cluster_12655"
"AO090011000037";"cluster_12657"
"AO090038000194";"cluster_12659"
"AO090113000180";"cluster_12661"
"AO090001000535";"cluster_12662"
"AO090010000519";"cluster_12669"
"AO090003001333";"cluster_12670"
"AO090012000591";"cluster_12675"
"AO090026000031";"cluster_12681"
"AO090026000767";"cluster_12683"
"AO090010000547";"cluster_12685"
"AO090005000529";"cluster_12686"
"AO090701000246";"cluster_12692"
"AO090103000197";"cluster_12693"
"AO090038000457";"cluster_12694"
"AO090038000205";"cluster_12695"
"AO090011000501";"cluster_12697"
"AO090020000420";"cluster_12698"
"AO090010000663";"cluster_12703"
"AO090010000185";"cluster_12705"
"AO090011000004";"cluster_12707"
"AO090026000118";"cluster_12709"
"AO090038000181";"cluster_12710"
"AO090026000016";"cluster_12712"
"AO090003000493";"cluster_12713"
"AO090701000573";"cluster_12717"
"AO090026000507";"cluster_12727"
"AO090009000463";"cluster_12729"
"AO090010000531";"cluster_12730"
"AO090038000141";"cluster_12731"
"AO090023000378";"cluster_12732"
"AO090038000035";"cluster_12734"
"AO090020000157";"cluster_12741"
"AO090026000040";"cluster_12746"
"AO090138000031";"cluster_12747"
"AO090026000237";"cluster_12749"
"AO090701000546";"cluster_12751"
"AO090003000573";"cluster_12752"
"AO090026000482";"cluster_12753"
"AO090023000918";"cluster_12755"
"AO090012000032";"cluster_12760"
"AO090003000880";"cluster_12761"
"AO090003001451";"cluster_12762"
"AO090001000129";"cluster_12763"
"AO090020000713";"cluster_12771"
"AO090038000079";"cluster_12774"
"AO090010000026";"cluster_12779"
"AO090001000314";"cluster_12780"
"AO090012000571";"cluster_12781"
"AO090009000233";"cluster_12782"
"AO090011000389";"cluster_12784"
"AO090103000216";"cluster_12785"
"AO090102000575";"cluster_12788"
"AO090011000770";"cluster_12789"
"AO090011000689";"cluster_12796"
"AO090003000919";"cluster_12800"
"AO090009000139";"cluster_12801"
"AO090023000473";"cluster_12805"
"AO090010000495";"cluster_12807"
"AO090005000964";"cluster_12810"
"AO090026000412";"cluster_12811"
"AO090010000418";"cluster_12813"
"AO090023000683";"cluster_12814"
"AO090102000392";"cluster_12815"
"AO090102000574";"cluster_12816"
"AO090701000884";"cluster_12817"
"AO090020000609";"cluster_12821"
"AO090023000042";"cluster_12833"
"AO090103000384";"cluster_12837"
"AO090701000593";"cluster_12838"
"AO090026000067";"cluster_12839"
"AO090012000392";"cluster_12841"
"AO090010000582";"cluster_12843"
"AO090103000034";"cluster_12850"
"AO090103000291";"cluster_12852"
"AO090003000252";"cluster_12869"
"AO090001000030";"cluster_12870"
"AO090005000786";"cluster_12872"
"AO090038000514";"cluster_12874"
"AO090038000164";"cluster_12875"
"AO090005000921";"cluster_12878"
"AO090012000828";"cluster_12880"
"AO090011000119";"cluster_12883"
"AO090166000010";"cluster_12896"
"AO090009000202";"cluster_12900"
"AO090120000447";"cluster_12901"
"AO090701000362";"cluster_12912"
"AO090011000285";"cluster_12933"
"AO090701000618";"cluster_12937"
"AO090026000011";"cluster_12938"
"AO090023000718";"cluster_12939"
"AO090005001552";"cluster_12940"
"AO090026000162";"cluster_12941"
"AO090010000181";"cluster_12942"
"AO090102000356";"cluster_12945"
"AO090011000297";"cluster_12947"
"AO090023000323";"cluster_12948"
"AO090011000437";"cluster_12956"
"AO090010000600";"cluster_12959"
"AO090005000214";"cluster_12961"
"AO090038000517";"cluster_12968"
"AO090138000157";"cluster_12976"
"AO090701000550";"cluster_12977"
"AO090038000332";"cluster_12981"
"AO090001000474";"cluster_12985"
"AO090003001444";"cluster_12989"
"AO090026000106";"cluster_12990"
"AO090010000408";"cluster_12992"
"AO090102000038";"cluster_12994"
"AO090038000480";"cluster_12998"
"AO090701000509";"cluster_13003"
"AO090011000783";"cluster_13004"
"AO090005001326";"cluster_13014"
"AO090010000110";"cluster_13020"
"AO090005001228";"cluster_13029"
"AO090701000367";"cluster_13031"
"AO090003001369";"cluster_13035"
"AO090012000737";"cluster_13037"
"AO090001000176";"cluster_13041"
"AO090009000037";"cluster_13043"
"AO090005000916";"cluster_13045"
"AO090005001164";"cluster_13047"
"AO090005000402";"cluster_13048"
"AO090005000061";"cluster_13050"
"AO090011000071";"cluster_13056"
"AO090010000648";"cluster_13061"
"AO090026000311";"cluster_13063"
"AO090023000028";"cluster_13064"
"AO090124000022";"cluster_13065"
"AO090010000098";"cluster_13069"
"AO090001000342";"cluster_13074"
"AO090009000566";"cluster_13075"
"AO090120000065";"cluster_13088"
"AO090011000664";"cluster_13090"
"AO090026000770";"cluster_13095"
"AO090003000006";"cluster_13103"
"AO090012000337";"cluster_13104"
"AO090009000246";"cluster_13107"
"AO090120000009";"cluster_13117"
"AO090102000324";"cluster_13118"
"AO090166000005";"cluster_13120"
"AO090701000842";"cluster_13124"
"AO090038000080";"cluster_13127"
"AO090005001321";"cluster_13128"
"AO090003000419";"cluster_13136"
"AO090009000047";"cluster_13140"
"AO090011000218";"cluster_13142"
"AO090038000380";"cluster_13147"
"AO090010000537";"cluster_13149"
"AO090009000576";"cluster_13151"
"AO090701000829";"cluster_13157"
"AO090003000264";"cluster_13162"
"AO090009000344";"cluster_13165"
"AO090012000290";"cluster_13168"
"AO090023000561";"cluster_13170"
"AO090103000365";"cluster_13175"
"AO090120000047";"cluster_13177"
"AO090023000984";"cluster_13182"
"AO090026000182";"cluster_13183"
"AO090005000366";"cluster_13184"
"AO090012000222";"cluster_13185"
"AO090009000066";"cluster_13198"
"AO090011000517";"cluster_13203"
"AO090005000042";"cluster_13206"
"AO090011000688";"cluster_13208"
"AO090005000238";"cluster_13211"
"AO090010000403";"cluster_13213"
"AO090012000960";"cluster_13214"
"AO090023000463";"cluster_13215"
"AO090003000727";"cluster_13222"
"AO090026000019";"cluster_13226"
"AO090001000089";"cluster_13227"
"AO090020000514";"cluster_13233"
"AO090120000191";"cluster_13234"
"AO090124000060";"cluster_13235"
"AO090023000087";"cluster_13246"
"AO090113000204";"cluster_13247"
"AO090701000626";"cluster_13248"
"AO090005000752";"cluster_13249"
"AO090023000722";"cluster_13260"
"AO090113000124";"cluster_13261"
"AO090005000082";"cluster_13264"
"AO090012000358";"cluster_13265"
"AO090701000363";"cluster_13269"
"AO090701000447";"cluster_13271"
"AO090010000095";"cluster_13274"
"AO090003001461";"cluster_13275"
"AO090103000374";"cluster_13277"
"AO090103000270";"cluster_13278"
"AO090120000062";"cluster_13279"
"AO090113000016";"cluster_13280"
"AO090026000580";"cluster_13281"
"AO090701000674";"cluster_13283"
"AO090003000793";"cluster_13287"
"AO090003001538";"cluster_13292"
"AO090003000645";"cluster_13293"
"AO090011000600";"cluster_13294"
"AO090103000292";"cluster_13295"
"AO090005000286";"cluster_13298"
"AO090023000949";"cluster_13302"
"AO090103000059";"cluster_13304"
"AO090005000396";"cluster_13307"
"AO090005000949";"cluster_13309"
"AO090005000426";"cluster_13313"
"AO090010000359";"cluster_13316"
"AO090023000325";"cluster_13322"
"AO090103000193";"cluster_13327"
"AO090038000385";"cluster_13328"
"AO090020000376";"cluster_13332"
"AO090020000229";"cluster_13339"
"AO090026000287";"cluster_13340"
"AO090011000787";"cluster_13342"
"AO090038000239";"cluster_13344"
"AO090003001542";"cluster_13352"
"AO090012000004";"cluster_13354"
"AO090012000112";"cluster_13355"
"AO090003000709";"cluster_13358"
"AO090003001268";"cluster_13364"
"AO090005001017";"cluster_13367"
"AO090026000597";"cluster_13368"
"AO090023000612";"cluster_13373"
"AO090701000616";"cluster_13375"
"AO090010000602";"cluster_13377"
"AO090005000700";"cluster_13378"
"AO090038000019";"cluster_13382"
"AO090102000585";"cluster_13384"
"AO090005000096";"cluster_13389"
"AO090009000504";"cluster_13390"
"AO090010000469";"cluster_13394"
"AO090020000285";"cluster_13397"
"AO090009000544";"cluster_13401"
"AO090005001223";"cluster_13402"
"AO090001000292";"cluster_13406"
"AO090010000356";"cluster_13407"
"AO090011000750";"cluster_13409"
"AO090103000416";"cluster_13412"
"AO090102000287";"cluster_13413"
"AO090005000394";"cluster_13415"
"AO090012000893";"cluster_13418"
"AO090103000260";"cluster_13422"
"AO090011000211";"cluster_13425"
"AO090103000162";"cluster_13430"
"AO090010000011";"cluster_13431"
"AO090001000034";"cluster_13432"
"AO090003001426";"cluster_13433"
"AO090020000387";"cluster_13436"
"AO090026000107";"cluster_13440"
"AO090102000320";"cluster_13450"
"AO090023000295";"cluster_13453"
