cluster_number,cluster_type,fumigatus,niger,oryzae
14707,exclusively_absent,AFUA_3G03380,e_gw1.201.415.1,
14708,unique,,,AO090023000190
14709,unique,AFUA_6G02215,,
14710,unique,,,AO090003000610
14711,unique,,,AO090701000446
14712,unique,AFUA_3G10550,,
14713,unique,AFUA_3G01150,,
14714,unique,,fgenesh1_pm.9_#_18,
14715,unique,,,AO090020000511
14716,unique,,,AO090005000549
14717,unique,,gm1.6872_g,
14718,unique,,,AO090103000246
14719,core,AFUA_4G05915,estExt_fgenesh1_pg.C_chr_602_t10010,AO090023001007
14720,unique,,,AO090102000448
14721,exclusively_absent,,estExt_fgenesh1_pg.C_chr_202_t10357,AO090003000818
14722,unique,,,AO090701000744
14723,unique,,,AO090020000249
14724,unique,,fgenesh1_pg.chr_301_#_128,
14725,unique,,,AO090026000573
14726,exclusively_absent,,estExt_Genemark1.C_chr_302_t10409,AO090120000171
14727,unique,,Aspni5.fgenesh1_pg.C_scaffold_2001019,
14728,unique,AFUA_4G00690,,
14729,unique,,,AO090038000215
14730,unique,AFUA_4G01170,,
14731,unique,,,AO090005000901
14732,unique,,,AO090020000440
14733,unique,,,AO090009000118
14734,unique,AFUA_2G00625,,
14735,exclusively_absent,,estExt_fgenesh1_pm.C_chr_1010340,AO090102000650
14736,unique,,gm1.10600_g,
14737,unique,AFUA_6G14010,,
14738,unique,,,AO090010000153
14739,unique,,,AO090166000002
14740,unique,,fgenesh1_pg.chr_701_#_345,
14741,unique,,,AO090009000040
14742,core,AFUA_2G10540,gm1.5619_g,AO090011000586
14743,unique,,,AO090009000553
14744,unique,,,AO090009000346
14745,unique,,,AO090005000937
14746,core,AFUA_4G05910,Aspni5.estExt_GeneWisePlus.C_130897,AO090023001008
14747,core,AFUA_5G11230,fgenesh1_kg.chr_202_#_97_#_2178_1_CATW_CATX_CATY_CATZ,AO090026000726
14748,unique,,fgenesh1_pg.chr_402_#_646,
14749,unique,,,AO090005001270
14750,unique,,,AO090001000421
14751,unique,,gm1.5835_g,
14752,unique,,,AO090120000161
14753,unique,,,AO090023000167
14754,exclusively_absent,AFUA_6G14370,estExt_fgenesh1_pg.C_chr_802_t20405,
14755,unique,,Aspni5.fgenesh1_pg.C_scaffold_4000580,
14756,unique,AFUA_6G00690,,
14757,exclusively_absent,AFUA_3G07330,gm1.6195_g,
14758,unique,,,AO090010000625
14759,unique,,,AO090020000392
14760,unique,AFUA_8G04720,,
14761,unique,,fgenesh1_pg.chr_802_#_895,
14762,core,AFUA_4G07510,estExt_fgenesh1_pg.C_chr_602_t10154,AO090023000824
14763,unique,AFUA_1G00320,,
14764,unique,,,AO090701000385
14765,unique,,Aspni5.fgenesh1_pg.C_scaffold_6000415,
14766,unique,,,AO090038000125
14767,unique,,MIX12036_4_92,
14768,core,AFUA_2G16550,MIX19953_14_83,AO090102000183
14769,exclusively_absent,AFUA_3G03040,,AO090102000334
14770,unique,,,AO090010000133
14771,unique,,,AO090102000346
14772,core,AFUA_5G05610,fgenesh1_pg.chr_501_#_277,AO090009000700
14773,unique,,,AO090103000414
14774,unique,,,AO090010000020
14775,unique,,Aspni5.fgenesh1_pg.C_scaffold_1000360,
14776,core,AFUA_2G10300,Aspni5.gw1.7.412.1,AO090038000110
14777,unique,,,AO090701000870
14778,unique,,fgenesh1_pg.chr_602_#_17,
14779,exclusively_absent,,MIX4249_3_92,AO090012000479
14780,core,AFUA_3G04060,fgenesh1_pg.chr_202_#_21,AO090124000073
14781,unique,,,AO090003001042
14782,unique,,,AO090012000320
14783,core,AFUA_8G01290,Aspni5.fgenesh1_pg.C_scaffold_15000181,AO090005000555
14784,unique,,,AO090001000565
14785,unique,AFUA_2G01150,,
14786,unique,,,AO090038000547
14787,unique,AFUA_2G13150,,
14788,unique,,,AO090701000837
14789,unique,,,AO090102000075
14790,exclusively_absent,AFUA_1G01210,gm1.1609_g,
14791,unique,,,AO090010000448
14792,unique,,fgenesh1_pm.9_#_22,
14793,unique,,,AO090005000362
14794,unique,,,AO090005000558
14795,unique,,fgenesh1_pg.chr_602_#_96,
14796,unique,,Aspni5.fgenesh1_pg.C_scaffold_1000003,
14797,unique,,,AO090010000410
14798,unique,AFUA_2G01730,,
14799,unique,,,AO090113000191
14800,unique,,Aspni5.fgenesh1_pg.C_scaffold_12000165,
14801,unique,,gm1.8927_g,
14802,unique,,,AO090003001388
14803,unique,,,AO090038000033
14804,core,AFUA_5G10750,fgenesh1_pg.chr_102_#_327,AO090010000466
14805,unique,,,AO090005001191
14806,unique,,,AO090103000465
14807,unique,,estExt_fgenesh1_pg.C_chr_401_t20018,
14808,unique,,,AO090023000058
14809,unique,,,AO090003001293
14810,exclusively_absent,AFUA_1G12780,estExt_fgenesh1_pg.C_chr_802_t10408,
14811,exclusively_absent,AFUA_1G14550,gm1.2495_g,
14812,unique,,gm1.6289_g,
14813,unique,,,AO090023000201
14814,unique,,gm1.1462_g,
14815,exclusively_absent,AFUA_6G12620,fgenesh1_pg.chr_802_#_807,
14816,unique,,,AO090011000463
14817,unique,,CE24275_120,
14818,unique,,estExt_fgenesh1_pg.C_chr_3010132,
14819,unique,AFUA_3G07740,,
14820,unique,,,AO090001000456
14821,unique,AFUA_8G06710,,
14822,unique,,estExt_fgenesh1_pg.C_chr_402_t30068,
14823,unique,,,AO090020000165
14824,unique,,,AO090005001352
14825,unique,,,AO090023000029
14826,unique,,estExt_fgenesh1_pg.C_chr_802_t20033,
14827,unique,,,AO090038000613
14828,unique,,gm1.9787_g,
14829,unique,AFUA_5G10250,,
14830,unique,,,AO090012000312
14831,exclusively_absent,AFUA_4G01120,Aspni5.estExt_Genewise1.C_210111,
14832,core,AFUA_2G14300,fgenesh1_pg.chr_402_#_93,AO090023000115
14833,unique,,,AO090010000366
14834,unique,,,AO090011000697
14835,unique,,Aspni5.fgenesh1_pg.C_scaffold_14000002,
14836,unique,,,AO090166000013
14837,unique,,,AO090120000338
14838,unique,,CE29570_52,
14839,unique,,,AO090001000611
14840,core,AFUA_5G03900,estExt_fgenesh1_pg.C_chr_101_t10467,AO090102000595
14841,unique,AFUA_1G01110,,
14842,exclusively_absent,AFUA_2G17450,,AO090102000066
14843,core,AFUA_2G09180,estExt_Genewise1.C_chr_302_t10373,AO090011000777
14844,unique,,Aspni5.gw1.1.580.1,
14845,unique,,gm1.3705_g,
14846,unique,,,AO090103000198
14847,unique,,,AO090103000380
14848,unique,,,AO090120000130
14849,unique,,,AO090005000572
14850,unique,,fgenesh1_pg.chr_603_#_98,
14851,unique,,gm1.9106_g,
14852,unique,,fgenesh1_pg.chr_302_#_280,
14853,unique,,Aspni5.gw1.12.486.1,
14854,unique,,CE28261_18,
14855,unique,,fgenesh1_pg.chr_503_#_112,
14856,unique,,fgenesh1_pg.chr_304_#_499,
14857,unique,,,AO090102000319
14858,core,AFUA_6G11380,CE42450_44,AO090023000476
14859,unique,,fgenesh1_pg.chr_602_#_233,
14860,unique,,,AO090011000282
14861,exclusively_absent,,fgenesh1_pg.chr_201_#_250,AO090138000195
14862,unique,,Aspni5.fgenesh1_pg.C_scaffold_14000268,
14863,unique,,fgenesh1_pm.9_#_9,
14864,core,AFUA_5G03310,fgenesh1_pg.chr_101_#_417,AO090102000535
14865,unique,AFUA_8G01760,,
14866,core,AFUA_4G04690,gm1.570_g,AO090206000018
14867,unique,,,AO090012000472
14868,exclusively_absent,AFUA_1G06620,estExt_Genemark1.C_chr_801_t10433,
14869,unique,,,AO090012000903
14870,unique,,,AO090011000142
14871,unique,AFUA_2G01390,,
14872,unique,,fgenesh1_pg.chr_701_#_241,
14873,unique,AFUA_4G01115,,
14874,unique,AFUA_1G07370,,
14875,unique,,Aspni5.fgenesh1_pg.C_scaffold_8000449,
14876,unique,,gm1.3444_g,
14877,exclusively_absent,AFUA_4G11920,estExt_fgenesh1_pg.C_chr_202_t20071,
14878,unique,AFUA_3G02180,,
14879,unique,,gm1.3454_g,
14880,core,AFUA_5G09680,fgenesh1_kg.chr_401_#_144_#_855_1_EXTC_EXTD,AO090020000596
14881,unique,AFUA_8G01820,,
14882,unique,,MIX29173_1_29,
14883,exclusively_absent,AFUA_7G00370,fgenesh1_pg.chr_601_#_134,
14884,unique,,Aspni5.fgenesh1_pg.C_scaffold_1000059,
14885,unique,,estExt_Genewise1.C_chr_304_t10028,
14886,unique,,CE16878_29,
14887,unique,,Aspni5.gw1.15.238.1,
14888,unique,,e_gw1.9.16.1,
14889,unique,,,AO090010000544
14890,unique,,CE20083_22,
14891,core,AFUA_3G10490,estExt_fgenesh1_pg.C_chr_502_t10428,AO090003000595
14892,exclusively_absent,AFUA_5G02070,gm1.6033_g,
14893,core,AFUA_1G07630,CE19451_181,AO090012001015
14894,unique,,,AO090206000091
14895,core,AFUA_3G06300,fgenesh1_pg.chr_701_#_805,AO090020000127
14896,unique,,,AO090009000099
14897,unique,,gm1.6109_g,
14898,exclusively_absent,,gm1.7449_g,AO090103000005
14899,exclusively_absent,AFUA_6G04020,gm1.3840_g,
14900,unique,,,AO090005001350
14901,unique,,Aspni5.fgenesh1_pg.C_scaffold_20000086,
14902,unique,,gm1.54_g,
14903,unique,,fgenesh1_pg.chr_503_#_78,
14904,exclusively_absent,,fgenesh1_kg.chr_302_#_244_#_13284_1_EXTC_EXTD,AO090120000107
14905,unique,,Aspni5.fgenesh1_pg.C_scaffold_5000147,
14906,unique,,,AO090003001224
14907,unique,,,AO090011000179
14908,unique,,MIX3979_8_50,
14909,unique,,estExt_Genemark1.C_chr_401_t10339,
14910,core,AFUA_3G13340,gm1.5894_g,AO090012000800
14911,unique,,estExt_fgenesh1_pg.C_chr_6030090,
14912,unique,,,AO090038000622
14913,unique,,,AO090701000180
14914,unique,,MIX23020_8_50,
14915,unique,,estExt_Genemark1.C_chr_502_t10331,
14916,unique,,fgenesh1_pg.chr_602_#_344,
14917,unique,,,AO090012000311
14918,exclusively_absent,AFUA_3G06070,Aspni5.estExt_fgenesh1_pg.C_40798,
14919,core,AFUA_1G13780,fgenesh1_pg.chr_802_#_515,AO090012000496
14920,unique,AFUA_5G14220,,
14921,core,AFUA_8G05720,fgenesh1_pm.chr_403_#_13,AO090023000002
14922,unique,,CE3582_37,
14923,core,AFUA_5G02110,estExt_fgenesh1_pg.C_chr_402_t20355,AO090003001309
14924,unique,,Aspni5.fgenesh1_pg.C_scaffold_10000146,
14925,exclusively_absent,AFUA_1G06580,CE39335_1111,
14926,core,AFUA_3G06690,fgenesh1_pm.chr_701_#_567,AO090020000329
14927,core,AFUA_8G02680,Aspni5.fgenesh1_pm.C_scaffold_14000129,AO090010000758
14928,unique,,,AO090011000178
14929,unique,,gm1.5326_g,
14930,exclusively_absent,AFUA_4G02980,estExt_Genemark1.C_chr_102_t10267,
14931,exclusively_absent,,estExt_Genemark1.C_chr_502_t20054,AO090102000005
14932,unique,,fgenesh1_pg.chr_202_#_150,
14933,unique,,MIX28865_2_71,
14934,exclusively_absent,AFUA_6G02040,,AO090120000085
14935,exclusively_absent,AFUA_2G10090,MIX18442_849_95,
14936,unique,AFUA_7G01250,,
14937,unique,,,AO090026000376
14938,unique,,,AO090010000299
14939,unique,,,AO090005000691
14940,unique,,,AO090103000434
14941,unique,,Aspni5.fgenesh1_pg.C_scaffold_2000728,
14942,core,AFUA_6G04540,Aspni5.fgenesh1_pg.C_scaffold_6000088,AO090701000094
14943,unique,,,AO090012000327
14944,unique,,MIX20820_1_18,
14945,unique,,Aspni5.fgenesh1_pg.C_scaffold_7000236,
14946,unique,,,AO090005000056
14947,unique,,,AO090206000041
14948,unique,AFUA_1G01350,,
14949,core,AFUA_1G07420,fgenesh1_kg.chr_401_#_560_#_3461_1_CATW_CATX_CATY_CATZ,AO090012000993
14950,unique,,,AO090010000649
14951,unique,,,AO090005000365
14952,core,AFUA_4G07420,estExt_Genewise1.C_chr_602_t10241,AO090023000831
14953,unique,,,AO090009000056
14954,unique,,,AO090005000317
14955,core,AFUA_4G03645,estExt_fgenesh1_pg.C_chr_102_t10134,AO090011000291
14956,unique,,,AO090011000252
14957,core,AFUA_2G03160,Aspni5.fgenesh1_pg.C_scaffold_5000211,AO090120000270
14958,core,AFUA_3G13820,fgenesh1_pg.chr_402_#_749,AO090012000776
14959,unique,,,AO090026000300
14960,unique,,e_gw1.802.879.1,
14961,unique,,,AO090102000326
14962,unique,AFUA_6G09090,,
14963,unique,,,AO090023000126
14964,unique,,fgenesh1_pg.chr_301_#_83,
14965,unique,AFUA_6G14580,,
14966,unique,,fgenesh1_pg.chr_201_#_14,
14967,unique,,,AO090005000610
14968,unique,,gm1.799_g,
14969,unique,,,AO090026000069
14970,unique,,estExt_fgenesh1_pg.C_chr_202_t20168,
14971,exclusively_absent,AFUA_1G16960,estExt_Genemark1.C_chr_202_t20316,
14972,core,AFUA_6G13550,gm1.10889_g,AO090103000331
14973,unique,,fgenesh1_pg.chr_802_#_993,
14974,unique,AFUA_2G02080,,
14975,unique,,Aspni5.fgenesh1_pg.C_scaffold_15000200,
14976,unique,,gm1.4979_g,
14977,unique,AFUA_5G01920,,
14978,unique,,estExt_Genemark1.C_chr_202_t10440,
14979,unique,,fgenesh1_pg.chr_301_#_255,
14980,unique,,e_gw1.11.8.1,
14981,unique,,gm1.1725_g,
14982,unique,,,AO090012000509
14983,unique,AFUA_6G07000,,
14984,exclusively_absent,AFUA_3G09570,estExt_fgenesh1_pg.C_chr_502_t10325,
14985,unique,,,AO090102000266
14986,unique,,estExt_Genemark1.C_chr_802_t20382,
14987,exclusively_absent,AFUA_6G02930,estExt_fgenesh1_pg.C_chr_302_t10385,
14988,core,AFUA_3G13040,e_gw1.402.1064.1,AO090012000826
14989,unique,AFUA_6G08540,,
14990,core,AFUA_4G13380,Aspni5.e_gw1.1.1015.1,AO090009000236
14991,unique,,,AO090038000468
14992,unique,AFUA_5G15070,,
14993,unique,,,AO090026000155
14994,unique,,,AO090701000624
14995,unique,,,AO090038000020
14996,exclusively_absent,,fgenesh1_pg.chr_602_#_414,AO090003001082
14997,unique,,,AO090010000511
14998,unique,AFUA_1G16760,,
14999,unique,,,AO090009000179
15000,unique,,,AO090010000307
15001,unique,,,AO090011000180
15002,unique,,,AO090023000249
15003,unique,,fgenesh1_pg.chr_502_#_11,
15004,unique,AFUA_5G13670,,
15005,unique,,MIX27189_1_16,
15006,unique,,,AO090103000509
15007,unique,,estExt_fgenesh1_pg.C_chr_401_t10015,
15008,unique,,gw1.502.472.1,
15009,unique,,fgenesh1_pg.chr_701_#_654,
15010,unique,,Aspni5.fgenesh1_pg.C_scaffold_12000044,
15011,unique,,estExt_Genemark1.C_chr_302_t10376,
15012,core,AFUA_1G09380,estExt_fgenesh1_pg.C_chr_802_t10061,AO090005001587
15013,core,AFUA_7G00510,estExt_fgenesh1_pg.C_chr_102_t20036,AO090011000220
15014,unique,AFUA_1G04100,,
15015,unique,AFUA_2G02390,,
15016,unique,,gm1.6917_g,
15017,exclusively_absent,AFUA_1G15590,CE9807_123,
15018,unique,,,AO090010000288
15019,unique,,,AO090012000133
15020,unique,,,AO090003000760
15021,unique,AFUA_3G07840,,
15022,core,AFUA_6G03820,fgenesh1_pg.chr_304_#_159,AO090701000167
15023,unique,,,AO090003001326
15024,exclusively_absent,AFUA_3G13360,estExt_Genemark1.C_chr_402_t20256,
15025,core,AFUA_5G01440,CE12932_414,AO090120000112
15026,unique,,gm1.5795_g,
15027,unique,,fgenesh1_pg.chr_302_#_368,
15028,exclusively_absent,AFUA_2G00980,,AO090023000440
15029,unique,,e_gw1.402.1195.1,
15030,unique,,,AO090023000144
15031,unique,,gm1.6716_g,
15032,exclusively_absent,AFUA_5G11740,estExt_fgenesh1_pg.C_chr_801_t10214,
15033,unique,AFUA_2G03960,,
15034,unique,,,AO090012000055
15035,exclusively_absent,AFUA_8G04320,gm1.7409_g,
15036,core,AFUA_3G14130,estExt_Genemark1.C_chr_101_t10361,AO090012000651
15037,unique,,fgenesh1_pg.chr_602_#_397,
15038,unique,,gm1.9705_g,
15039,core,AFUA_8G03980,estExt_Genewise1.C_chr_5030364,AO090103000010
15040,unique,,,AO090003001130
15041,unique,AFUA_6G09620,,
15042,unique,,estExt_fgenesh1_pg.C_chr_3010388,
15043,unique,,,AO090010000725
15044,exclusively_absent,AFUA_1G01530,,AO090011000484
15045,unique,,gw1.304.200.1,
15046,unique,,Aspni5.fgenesh1_pg.C_scaffold_9000008,
15047,core,AFUA_3G12110,Aspni5.fgenesh1_pg.C_scaffold_2000551,AO090003000771
15048,unique,,gm1.6892_g,
15049,unique,,estExt_fgenesh1_pg.C_chr_304_t10270,
15050,core,AFUA_2G02230,estExt_Genemark1.C_chr_401_t10497,AO090011000499
15051,unique,,,AO090010000629
15052,core,AFUA_4G08980,Aspni5.fgenesh1_pm.C_scaffold_13000036,AO090023000634
15053,unique,,,AO090011000006
15054,unique,,Aspni5.fgenesh1_pg.C_scaffold_3000294,
15055,core,AFUA_4G09000,CE32586_45,AO090023000632
15056,unique,,,AO090005001374
15057,unique,AFUA_6G03560,,
15058,exclusively_absent,AFUA_5G10740,Aspni5.estExt_fgenesh1_pg.C_80327,
15059,unique,AFUA_3G03550,,
15060,unique,,,AO090011000916
15061,unique,,fgenesh1_kg.chr_601_#_111_#_4210_0_CATY565.g1_CATW_CATX_CATY_CATZ,
15062,exclusively_absent,AFUA_1G10510,estExt_Genemark1.C_chr_802_t10198,
15063,unique,,Aspni5.fgenesh1_pg.C_scaffold_1000066,
15064,unique,,Aspni5.fgenesh1_pg.C_scaffold_1001071,
15065,unique,,,AO090011000808
15066,unique,,,AO090003001374
15067,unique,AFUA_3G11190,,
15068,unique,,,AO090103000122
15069,unique,,MIX21556_1_13,
15070,unique,,MIX16949_147_76,
15071,unique,,,AO090038000002
15072,unique,AFUA_1G17420,,
15073,unique,,,AO090001000084
15074,unique,,gm1.161_g,
15075,core,AFUA_1G11130,CE41069_484,AO090038000295
15076,unique,,gw1.303.34.1,
15077,unique,AFUA_2G00160,,
15078,unique,,Aspni5.fgenesh1_pg.C_scaffold_18000028,
15079,unique,AFUA_6G10580,,
15080,exclusively_absent,AFUA_2G04800,e_gw1.701.1530.1,
15081,unique,,,AO090701000724
15082,unique,AFUA_8G06170,,
15083,unique,,,AO090038000003
15084,unique,,,AO090011000104
15085,unique,AFUA_6G03025,,
15086,unique,,fgenesh1_pg.chr_401_#_326,
15087,unique,,,AO090166000030
15088,unique,,,AO090010000539
15089,unique,,MIX1209_1_13,
15090,unique,AFUA_2G03670,,
15091,unique,,fgenesh1_kg.chr_101_#_193_#_3070_1_EXTC_EXTD,
15092,exclusively_absent,,estExt_Genewise1Plus.C_chr_102_t10014,AO090206000009
15093,unique,,fgenesh1_pg.chr_101_#_270,
15094,core,AFUA_3G10730,gm1.5645_g,AO090003000618
15095,unique,,estExt_fgenesh1_pg.C_chr_101_t10405,
15096,unique,AFUA_3G01930,,
15097,unique,,Aspni5.fgenesh1_pg.C_scaffold_26000019,
15098,unique,AFUA_5G10270,,
15099,unique,,Aspni5.fgenesh1_pg.C_scaffold_1000423,
15100,core,AFUA_1G04320,CE6257_892,AO090003000917
15101,unique,AFUA_4G00790,,
15102,unique,,,AO090138000057
15103,unique,,,AO090103000449
15104,unique,,Aspni5.fgenesh1_pg.C_scaffold_1000792,
15105,unique,,gm1.9228_g,
15106,unique,,CE11514_35,
15107,core,AFUA_6G12660,estExt_Genemark1.C_chr_802_t20335,AO090003000383
15108,unique,,,AO090103000231
15109,unique,,,AO090026000576
15110,unique,,,AO090113000017
15111,unique,,,AO090103000392
15112,unique,,,AO090010000387
15113,unique,,,AO090010000601
15114,unique,,,AO090005000105
15115,unique,,,AO090009000703
15116,exclusively_absent,AFUA_5G07550,,AO090026000709
15117,unique,,gm1.1380_g,
15118,exclusively_absent,AFUA_3G07660,,AO090020000405
15119,unique,,gm1.6454_g,
15120,core,AFUA_8G03890,estExt_fgenesh1_pm.C_chr_5030124,AO090103000002
15121,unique,,fgenesh1_kg.chr_102_#_264_#_3702_0_CATW6370.g1_CATW_CATX_CATY_CATZ,
15122,core,AFUA_2G13330,fgenesh1_pg.chr_402_#_184,AO090026000295
15123,unique,,,AO090701000540
15124,unique,,,AO090005000006
15125,unique,,,AO090003001053
15126,unique,,,AO090026000151
15127,unique,,,AO090012000674
15128,unique,,fgenesh1_kg.chr_601_#_143_#_2088_0_CATY6218.g1_CATW_CATX_CATY_CATZ,
15129,core,AFUA_4G06340,fgenesh1_pg.chr_602_#_49,AO090023000956
15130,unique,AFUA_6G00430,,
15131,unique,AFUA_3G00560,,
15132,core,AFUA_3G09690,CE27139_2097,AO090005001280
15133,exclusively_absent,,MIX27491_1_28,AO090005000020
15134,unique,,,AO090166000032
15135,unique,AFUA_3G02216,,
15136,unique,AFUA_4G14170,,
15137,unique,,,AO090026000692
15138,unique,,,AO090020000606
15139,unique,,Aspni5.estExt_fgenesh1_pg.C_40594,
15140,unique,,MIX29147_1_11,
15141,unique,,,AO090020000001
15142,unique,,fgenesh1_pg.chr_401_#_387,
15143,unique,,,AO090120000028
15144,exclusively_absent,,MIX11097_2_30,AO090020000258
15145,unique,,,AO090012000398
15146,unique,,,AO090102000285
15147,unique,,,AO090003000849
15148,exclusively_absent,AFUA_5G04336,fgenesh1_kg.chr_101_#_298_#_4032_1_CATW_CATX_CATY_CATZ,
15149,unique,,fgenesh1_pg.chr_601_#_261,
15150,unique,,,AO090701000468
15151,unique,,,AO090038000474
15152,unique,,,AO090026000128
15153,core,AFUA_1G16280,estExt_Genewise1Plus.C_chr_202_t30271,AO090005001077
15154,unique,,,AO090103000208
15155,unique,AFUA_2G17370,,
15156,unique,,Aspni5.fgenesh1_pg.C_scaffold_2000226,
15157,exclusively_absent,AFUA_7G04960,estExt_fgenesh1_pm.C_chr_3030093,
15158,unique,,,AO090113000112
15159,unique,,,AO090011000134
15160,unique,,Aspni5.gw1.3.751.1,
15161,exclusively_absent,,Aspni5.fgenesh1_pg.C_scaffold_13000144,AO090038000231
15162,unique,AFUA_3G07490,,
15163,unique,,,AO090010000076
15164,unique,,Aspni5.fgenesh1_pg.C_scaffold_9000212,
15165,unique,,fgenesh1_pg.chr_502_#_239,
15166,unique,,Aspni5.estExt_fgenesh1_pg.C_80155,
15167,unique,,Aspni5.fgenesh1_pg.C_scaffold_5000232,
15168,unique,AFUA_2G03250,,
15169,unique,,estExt_Genemark1.C_chr_601_t10026,
15170,unique,,CE39683_31,
15171,unique,,,AO090011000742
15172,unique,AFUA_2G14780,,
15173,unique,,Aspni5.fgenesh1_pg.C_scaffold_1000678,
15174,core,AFUA_2G05720,estExt_fgenesh1_pg.C_chr_402_t30077,AO090001000689
15175,unique,,fgenesh1_pm.chr_701_#_471,
15176,unique,,Aspni5.e_gw1.4.1916.1,
15177,unique,,,AO090166000012
15178,unique,,,AO090102000108
15179,core,AFUA_6G06470,CE39788_89,AO090003000018
15180,unique,,estExt_Genewise1Plus.C_chr_5030384,
15181,unique,,CE32328_39,
15182,unique,,,AO090023000331
15183,unique,,Aspni5.gw1.3.2310.1,
15184,unique,,,AO090103000375
15185,unique,,fgenesh1_kg.chr_602_#_389_#_10222_1_EXTC_EXTD,
15186,unique,AFUA_4G13970,,
15187,unique,,,AO090701000861
15188,unique,AFUA_2G00600,,
15189,unique,,,AO090701000467
15190,unique,AFUA_5G08520,,
15191,core,AFUA_8G04350,MIX19138_17_71,AO090103000052
15192,unique,AFUA_6G06690,,
15193,unique,AFUA_4G13690,,
15194,unique,AFUA_1G10645,,
15195,unique,,,AO090005001012
15196,unique,AFUA_4G03360,,
15197,exclusively_absent,AFUA_8G07235,,AO090023000051
15198,unique,,,AO090005000984
15199,unique,AFUA_7G00970,,
15200,unique,,gm1.2299_g,
15201,unique,AFUA_6G00340,,
15202,core,AFUA_4G10050,CE33702_714,AO090003001227
15203,unique,,,AO090009000021
15204,exclusively_absent,AFUA_2G11650,,AO090026000481
15205,core,AFUA_6G10560,gm1.8839_g,AO090023000217
15206,exclusively_absent,AFUA_2G02060,Aspni5.estExt_fgenesh1_pm.C_50187,
15207,unique,AFUA_8G01870,,
15208,unique,,MIX20255_1_20,
15209,core,AFUA_3G11340,estExt_fgenesh1_pg.C_chr_402_t20039,AO090003000687
15210,core,AFUA_8G02730,estExt_fgenesh1_pg.C_chr_601_t10496,AO090010000764
15211,unique,,,AO090023000659
15212,unique,AFUA_4G14730,,
15213,unique,,,AO090102000428
15214,unique,AFUA_7G00380,,
15215,unique,,,AO090026000110
15216,unique,,MIX1326_1_10,
15217,unique,,,AO090003000108
15218,unique,,,AO090005000745
15219,unique,,,AO090012000073
15220,unique,,,AO090138000152
15221,unique,,gm1.8520_g,
15222,unique,,,AO090011000270
15223,unique,,,AO090120000063
15224,unique,,,AO090166000025
15225,unique,,Aspni5.fgenesh1_pg.C_scaffold_3000768,
15226,unique,,,AO090026000086
15227,unique,AFUA_4G13400,,
15228,unique,,MIX11009_1_15,
15229,core,AFUA_3G09040,MIX17947_8_99,AO090005001362
15230,unique,,,AO090003001462
15231,unique,AFUA_7G00450,,
15232,unique,,fgenesh1_pm.chr_502_#_231,
15233,exclusively_absent,AFUA_1G10090,,AO090038000427
15234,unique,,,AO090038000410
15235,unique,,Aspni5.fgenesh1_pg.C_scaffold_10000240,
15236,unique,,,AO090010000335
15237,core,AFUA_1G03580,Aspni5.gw1.10.425.1,AO090009000418
15238,unique,,estExt_fgenesh1_pm.C_chr_701_t10451,
15239,unique,,,AO090003001464
15240,unique,,fgenesh1_pg.chr_701_#_485,
15241,unique,AFUA_1G06870,,
15242,exclusively_absent,AFUA_5G01170,estExt_Genemark1.C_chr_101_t10206,
15243,unique,,fgenesh1_pg.chr_402_#_623,
15244,unique,,MIX17379_1_18,
15245,unique,,fgenesh1_pg.chr_601_#_168,
15246,unique,,,AO090023000197
15247,unique,,,AO090020000169
15248,unique,AFUA_8G03870,,
15249,unique,,,AO090020000715
15250,unique,,Aspni5.fgenesh1_pg.C_scaffold_15000284,
15251,unique,AFUA_7G08370,,
15252,unique,,Aspni5.fgenesh1_pg.C_scaffold_9000347,
15253,unique,,estExt_fgenesh1_pg.C_chr_801_t10394,
15254,unique,,MIX290_1_12,
15255,unique,AFUA_3G03530,,
15256,unique,,Aspni5.fgenesh1_pg.C_scaffold_9000098,
15257,unique,,estExt_fgenesh1_pg.C_chr_402_t20147,
15258,exclusively_absent,AFUA_4G03270,fgenesh1_kg.chr_502_#_71_#_3434_2_EXTC_EXTD,
15259,unique,,,AO090103000272
15260,core,AFUA_5G07480,Aspni5.fgenesh1_pm.C_scaffold_6000153,AO090701000657
15261,unique,,,AO090038000438
15262,core,AFUA_2G11700,estExt_fgenesh1_pg.C_chr_402_t10296,AO090026000478
15263,unique,,Aspni5.fgenesh1_pg.C_scaffold_7000092,
15264,core,AFUA_2G02710,gm1.4878_g,AO090026000616
15265,unique,,,AO090020000379
15266,exclusively_absent,,gm1.7540_g,AO090103000252
15267,unique,,,AO090012000446
15268,unique,,fgenesh1_kg.chr_304_#_35_#_2546_2_CATW_CATX_CATY_CATZ,
15269,unique,,fgenesh1_pg.chr_502_#_237,
15270,unique,,CE8145_63,
15271,unique,,,AO090701000266
15272,exclusively_absent,AFUA_2G08570,estExt_fgenesh1_pm.C_chr_3020067,
15273,unique,,fgenesh1_kg.chr_304_#_334_#_754_0_CATY1708.b1_CATW_CATX_CATY_CATZ,
15274,unique,,,AO090011000737
15275,unique,,fgenesh1_pg.chr_502_#_145,
15276,unique,,estExt_Genemark1.C_chr_602_t10367,
15277,unique,,,AO090009000036
15278,unique,,,AO090701000545
15279,unique,,,AO090005001056
15280,unique,,MIX8743_5_59,
15281,core,AFUA_1G05180,estExt_fgenesh1_pg.C_chr_202_t10354,AO090003000814
