"Afumigatus";"cluster"
"AFUA_4G08730";"cluster_446"
"AFUA_6G03990";"cluster_456"
"AFUA_5G10510";"cluster_457"
"AFUA_5G09460";"cluster_462"
"AFUA_6G06550";"cluster_487"
"AFUA_7G07100";"cluster_495"
"AFUA_7G08650";"cluster_500"
"AFUA_4G09460";"cluster_504"
"AFUA_6G13260";"cluster_511"
"AFUA_3G12220";"cluster_523"
"AFUA_5G12720";"cluster_527"
"AFUA_5G03960";"cluster_540"
"AFUA_1G00790";"cluster_552"
"AFUA_1G12700";"cluster_567"
"AFUA_5G03370";"cluster_591"
"AFUA_6G13720";"cluster_601"
"AFUA_1G00700";"cluster_627"
"AFUA_6G09260";"cluster_654"
"AFUA_5G08820";"cluster_657"
"AFUA_7G00530";"cluster_664"
"AFUA_5G08712";"cluster_701"
"AFUA_3G13300";"cluster_710"
"AFUA_3G13730";"cluster_719"
"AFUA_6G03470";"cluster_732"
"AFUA_6G03252";"cluster_737"
"AFUA_3G00130";"cluster_751"
"AFUA_7G02060";"cluster_766"
"AFUA_6G03160";"cluster_771"
"AFUA_7G06290";"cluster_776"
"AFUA_4G00320";"cluster_793"
"AFUA_6G08660";"cluster_811"
"AFUA_8G05380";"cluster_854"
"AFUA_4G13200";"cluster_889"
"AFUA_6G10750";"cluster_894"
"AFUA_1G02100";"cluster_903"
"AFUA_7G01150";"cluster_912"
"AFUA_1G02180";"cluster_925"
"AFUA_4G04290";"cluster_927"
"AFUA_6G07460";"cluster_932"
"AFUA_4G13630";"cluster_936"
"AFUA_3G13230";"cluster_952"
"AFUA_3G02450";"cluster_955"
"AFUA_6G07030";"cluster_957"
"AFUA_5G10880";"cluster_968"
"AFUA_6G12050";"cluster_980"
"AFUA_4G08020";"cluster_986"
"AFUA_4G13940";"cluster_988"
"AFUA_2G03350";"cluster_1016"
"AFUA_8G04310";"cluster_1029"
"AFUA_4G01020";"cluster_1030"
"AFUA_5G04300";"cluster_1041"
"AFUA_6G09610";"cluster_1050"
"AFUA_5G07902";"cluster_1053"
"AFUA_2G17190";"cluster_1067"
"AFUA_5G01400";"cluster_1072"
"AFUA_4G00250";"cluster_1081"
"AFUA_1G16130";"cluster_1095"
"AFUA_2G02650";"cluster_1142"
"AFUA_6G09292";"cluster_1159"
"AFUA_2G08640";"cluster_1162"
"AFUA_1G15650";"cluster_1210"
"AFUA_4G01160";"cluster_1242"
"AFUA_8G06400";"cluster_1249"
"AFUA_5G14550";"cluster_1272"
"AFUA_1G01700";"cluster_1299"
"AFUA_5G14582";"cluster_1306"
"AFUA_6G01950";"cluster_1317"
"AFUA_4G00500";"cluster_1324"
"AFUA_8G00490";"cluster_1370"
"AFUA_1G04920";"cluster_1373"
"AFUA_2G02770";"cluster_1402"
"AFUA_3G06800";"cluster_1403"
"AFUA_1G00630";"cluster_1411"
"AFUA_2G00430";"cluster_1413"
"AFUA_3G09620";"cluster_1422"
"AFUA_6G13560";"cluster_1423"
"AFUA_8G00350";"cluster_1432"
"AFUA_8G01222";"cluster_1453"
"AFUA_3G13700";"cluster_1460"
"AFUA_7G04680";"cluster_1477"
"AFUA_5G11170";"cluster_1488"
"AFUA_2G07450";"cluster_1500"
"AFUA_1G08870";"cluster_1503"
"AFUA_4G09600";"cluster_1506"
"AFUA_5G14090";"cluster_1516"
"AFUA_6G08590";"cluster_1530"
"AFUA_5G07540";"cluster_1538"
"AFUA_3G06490";"cluster_1569"
"AFUA_2G14260";"cluster_1583"
"AFUA_5G06020";"cluster_1588"
"AFUA_3G03852";"cluster_1589"
"AFUA_7G04410";"cluster_1615"
"AFUA_2G17040";"cluster_1617"
"AFUA_2G12780";"cluster_1637"
"AFUA_7G05520";"cluster_1649"
"AFUA_3G10810";"cluster_1656"
"AFUA_2G16810";"cluster_1657"
"AFUA_1G03170";"cluster_1661"
"AFUA_2G02350";"cluster_1665"
"AFUA_8G06220";"cluster_1673"
"AFUA_8G00780";"cluster_1685"
"AFUA_2G17420";"cluster_1767"
"AFUA_4G06490";"cluster_1773"
"AFUA_3G06940";"cluster_1790"
"AFUA_5G02430";"cluster_1793"
"AFUA_3G07070";"cluster_1794"
"AFUA_2G11310";"cluster_1807"
"AFUA_2G04150";"cluster_1809"
"AFUA_8G00440";"cluster_1830"
"AFUA_4G04070";"cluster_1849"
"AFUA_7G01640";"cluster_1879"
"AFUA_6G09450";"cluster_1883"
"AFUA_7G04783";"cluster_1900"
"AFUA_5G03760";"cluster_1906"
"AFUA_5G07660";"cluster_1907"
"AFUA_3G08010";"cluster_1910"
"AFUA_4G11410";"cluster_1918"
"AFUA_7G08350";"cluster_1929"
"AFUA_6G02050";"cluster_1937"
"AFUA_8G05820";"cluster_1941"
"AFUA_4G08650";"cluster_1952"
"AFUA_4G00770";"cluster_1955"
"AFUA_6G06670";"cluster_1967"
"AFUA_5G03950";"cluster_1971"
"AFUA_5G02250";"cluster_1972"
"AFUA_6G10710";"cluster_1976"
"AFUA_1G02400";"cluster_1983"
"AFUA_4G09270";"cluster_1987"
"AFUA_2G01790";"cluster_1992"
"AFUA_4G10850";"cluster_1994"
"AFUA_3G03140";"cluster_1995"
"AFUA_1G14070";"cluster_1997"
"AFUA_2G03480";"cluster_2003"
"AFUA_7G05200";"cluster_2017"
"AFUA_1G03700";"cluster_2018"
"AFUA_8G01380";"cluster_2023"
"AFUA_1G17640";"cluster_2028"
"AFUA_5G07510";"cluster_2029"
"AFUA_5G12420";"cluster_2033"
"AFUA_3G07600";"cluster_2040"
"AFUA_1G15870";"cluster_2058"
"AFUA_5G03150";"cluster_2064"
"AFUA_3G11570";"cluster_2081"
"AFUA_3G06510";"cluster_2085"
"AFUA_4G07240";"cluster_2091"
"AFUA_4G06980";"cluster_2098"
"AFUA_5G09390";"cluster_2100"
"AFUA_2G00100";"cluster_2106"
"AFUA_4G12180";"cluster_2107"
"AFUA_5G08390";"cluster_2120"
"AFUA_2G17390";"cluster_2145"
"AFUA_7G02520";"cluster_2172"
"AFUA_1G01850";"cluster_2188"
"AFUA_2G00270";"cluster_2196"
"AFUA_3G05910";"cluster_2214"
"AFUA_3G00230";"cluster_2228"
"AFUA_1G09370";"cluster_2242"
"AFUA_3G07610";"cluster_2250"
"AFUA_6G11980";"cluster_2292"
"AFUA_4G01392";"cluster_2309"
"AFUA_8G02140";"cluster_2312"
"AFUA_7G00300";"cluster_2332"
"AFUA_6G13460";"cluster_2353"
"AFUA_6G13320";"cluster_2379"
"AFUA_2G03200";"cluster_2381"
"AFUA_6G07020";"cluster_2382"
"AFUA_3G03540";"cluster_2402"
"AFUA_5G14790";"cluster_2411"
"AFUA_6G13270";"cluster_2425"
"AFUA_6G00200";"cluster_2461"
"AFUA_3G01872";"cluster_2479"
"AFUA_2G04050";"cluster_2488"
"AFUA_6G11290";"cluster_2493"
"AFUA_5G08220";"cluster_2498"
"AFUA_1G17550";"cluster_2503"
"AFUA_4G11200";"cluster_2523"
"AFUA_6G09770";"cluster_2549"
"AFUA_5G14290";"cluster_2550"
"AFUA_3G14750";"cluster_2554"
"AFUA_6G12370";"cluster_2580"
"AFUA_6G09300";"cluster_2586"
"AFUA_8G00150";"cluster_2588"
"AFUA_8G05780";"cluster_2589"
"AFUA_7G00130";"cluster_2661"
"AFUA_2G10790";"cluster_2666"
"AFUA_4G09330";"cluster_2671"
"AFUA_1G01620";"cluster_2680"
"AFUA_4G00490";"cluster_2692"
"AFUA_1G05650";"cluster_2694"
"AFUA_7G00240";"cluster_2700"
"AFUA_3G01980";"cluster_2716"
"AFUA_5G11420";"cluster_2727"
"AFUA_3G13110";"cluster_2731"
"AFUA_2G05140";"cluster_2741"
"AFUA_5G02660";"cluster_2747"
"AFUA_8G02280";"cluster_2753"
"AFUA_1G00250";"cluster_2766"
"AFUA_4G12020";"cluster_2775"
"AFUA_1G05690";"cluster_2782"
"AFUA_3G12200";"cluster_2785"
"AFUA_8G07340";"cluster_2786"
"AFUA_3G02590";"cluster_2790"
"AFUA_8G07000";"cluster_2800"
"AFUA_3G12940";"cluster_2807"
"AFUA_4G04090";"cluster_2808"
"AFUA_2G04900";"cluster_2812"
"AFUA_4G01470";"cluster_2816"
"AFUA_2G17475";"cluster_2817"
"AFUA_2G02460";"cluster_2827"
"AFUA_2G15090";"cluster_2834"
"AFUA_2G15890";"cluster_2835"
"AFUA_5G00290";"cluster_2837"
"AFUA_8G01030";"cluster_2860"
"AFUA_1G07620";"cluster_2867"
"AFUA_2G05620";"cluster_2868"
"AFUA_3G00210";"cluster_2872"
"AFUA_6G12020";"cluster_2878"
"AFUA_3G12590";"cluster_2880"
"AFUA_6G11930";"cluster_2882"
"AFUA_7G00860";"cluster_2889"
"AFUA_6G13210";"cluster_2898"
"AFUA_6G08670";"cluster_2906"
"AFUA_1G11520";"cluster_2910"
"AFUA_5G00570";"cluster_2940"
"AFUA_7G06140";"cluster_2941"
"AFUA_7G08580";"cluster_2958"
"AFUA_5G05470";"cluster_2959"
"AFUA_8G06360";"cluster_2960"
"AFUA_4G14770";"cluster_2968"
"AFUA_1G16430";"cluster_2970"
"AFUA_5G13150";"cluster_2988"
"AFUA_6G13050";"cluster_2992"
"AFUA_5G12250";"cluster_2998"
"AFUA_6G00220";"cluster_3000"
"AFUA_5G11630";"cluster_3026"
"AFUA_6G09870";"cluster_3031"
"AFUA_1G15850";"cluster_3039"
"AFUA_6G10420";"cluster_3050"
"AFUA_2G01670";"cluster_3070"
"AFUA_8G02820";"cluster_3084"
"AFUA_1G05580";"cluster_3086"
"AFUA_4G01460";"cluster_3087"
"AFUA_1G08795";"cluster_3095"
"AFUA_8G01150";"cluster_3106"
"AFUA_8G02020";"cluster_3126"
"AFUA_8G00750";"cluster_3142"
"AFUA_4G14220";"cluster_3144"
"AFUA_5G11510";"cluster_3162"
"AFUA_5G11880";"cluster_3200"
"AFUA_3G13740";"cluster_3201"
"AFUA_3G15290";"cluster_3205"
"AFUA_3G02160";"cluster_3211"
"AFUA_1G02120";"cluster_3217"
"AFUA_1G09610";"cluster_3219"
"AFUA_6G10400";"cluster_3220"
"AFUA_6G12420";"cluster_3229"
"AFUA_7G08480";"cluster_3232"
"AFUA_3G02920";"cluster_3246"
"AFUA_2G00400";"cluster_3255"
"AFUA_6G12130";"cluster_3257"
"AFUA_6G10930";"cluster_3262"
"AFUA_5G00480";"cluster_3273"
"AFUA_2G16000";"cluster_3277"
"AFUA_1G15380";"cluster_3303"
"AFUA_6G14190";"cluster_3308"
"AFUA_7G05085";"cluster_3311"
"AFUA_6G12160";"cluster_3341"
"AFUA_1G04770";"cluster_3350"
"AFUA_4G13730";"cluster_3364"
"AFUA_8G05840";"cluster_3368"
"AFUA_2G10205";"cluster_3369"
"AFUA_2G17140";"cluster_3376"
"AFUA_4G13872";"cluster_3384"
"AFUA_3G12340";"cluster_3385"
"AFUA_3G02470";"cluster_3389"
"AFUA_8G04360";"cluster_3410"
"AFUA_7G00260";"cluster_3419"
"AFUA_4G11740";"cluster_3420"
"AFUA_1G11810";"cluster_3439"
"AFUA_8G06990";"cluster_3452"
"AFUA_6G11450";"cluster_3457"
"AFUA_6G03380";"cluster_3461"
"AFUA_5G00280";"cluster_3466"
"AFUA_8G01020";"cluster_3472"
"AFUA_4G14400";"cluster_3484"
"AFUA_8G02640";"cluster_3485"
"AFUA_5G10040";"cluster_3486"
"AFUA_8G00290";"cluster_3492"
"AFUA_8G06310";"cluster_3496"
"AFUA_6G09310";"cluster_3498"
"AFUA_6G07230";"cluster_3510"
"AFUA_8G00260";"cluster_3515"
"AFUA_3G02850";"cluster_3523"
"AFUA_1G05670";"cluster_3544"
"AFUA_7G06500";"cluster_3568"
"AFUA_3G05330";"cluster_3581"
"AFUA_3G09070";"cluster_3589"
"AFUA_4G09370";"cluster_3595"
"AFUA_7G04470";"cluster_3603"
"AFUA_1G13030";"cluster_3605"
"AFUA_5G00110";"cluster_3608"
"AFUA_4G00900";"cluster_3612"
"AFUA_5G07950";"cluster_3634"
"AFUA_3G06570";"cluster_3654"
"AFUA_5G14780";"cluster_3656"
"AFUA_6G00160";"cluster_3662"
"AFUA_8G01350";"cluster_3667"
"AFUA_2G03540";"cluster_3668"
"AFUA_8G06960";"cluster_3670"
"AFUA_1G14460";"cluster_3676"
"AFUA_7G05080";"cluster_3681"
"AFUA_3G02000";"cluster_3693"
"AFUA_6G07010";"cluster_3719"
"AFUA_1G08910";"cluster_3722"
"AFUA_5G07530";"cluster_3723"
"AFUA_1G12480";"cluster_3734"
"AFUA_3G01880";"cluster_3757"
"AFUA_5G07460";"cluster_3779"
"AFUA_2G04850";"cluster_3789"
"AFUA_2G04400";"cluster_3816"
"AFUA_2G14360";"cluster_3837"
"AFUA_4G09120";"cluster_3840"
"AFUA_6G13090";"cluster_3851"
"AFUA_3G01080";"cluster_3865"
"AFUA_8G05060";"cluster_3886"
"AFUA_1G17400";"cluster_3887"
"AFUA_1G12520";"cluster_3898"
"AFUA_4G11170";"cluster_3904"
"AFUA_5G07570";"cluster_3917"
"AFUA_3G14840";"cluster_3918"
"AFUA_4G12570";"cluster_3934"
"AFUA_2G17860";"cluster_3942"
"AFUA_2G09720";"cluster_3961"
"AFUA_4G07370";"cluster_3965"
"AFUA_5G05840";"cluster_3967"
"AFUA_1G09570";"cluster_3971"
"AFUA_2G08775";"cluster_3985"
"AFUA_1G17350";"cluster_4002"
"AFUA_4G09400";"cluster_4015"
"AFUA_4G09790";"cluster_4035"
"AFUA_8G02870";"cluster_4037"
"AFUA_6G02220";"cluster_4043"
"AFUA_2G01720";"cluster_4052"
"AFUA_2G04490";"cluster_4057"
"AFUA_5G06940";"cluster_4059"
"AFUA_2G16100";"cluster_4061"
"AFUA_4G14020";"cluster_4068"
"AFUA_5G03200";"cluster_4071"
"AFUA_6G07380";"cluster_4080"
"AFUA_1G00840";"cluster_4092"
"AFUA_1G16410";"cluster_4100"
"AFUA_8G01750";"cluster_4109"
"AFUA_7G00210";"cluster_4119"
"AFUA_7G02610";"cluster_4124"
"AFUA_4G04370";"cluster_4132"
"AFUA_2G18050";"cluster_4145"
"AFUA_7G00230";"cluster_4149"
"AFUA_4G06200";"cluster_4153"
"AFUA_5G06850";"cluster_4159"
"AFUA_7G04811";"cluster_4160"
"AFUA_4G04465";"cluster_4162"
"AFUA_3G11950";"cluster_4167"
"AFUA_6G04580";"cluster_4179"
"AFUA_4G14040";"cluster_4190"
"AFUA_6G02360";"cluster_4194"
"AFUA_1G14980";"cluster_4196"
"AFUA_5G03810";"cluster_4206"
"AFUA_8G00420";"cluster_4218"
"AFUA_3G03590";"cluster_4221"
"AFUA_2G12700";"cluster_4232"
"AFUA_2G03180";"cluster_4233"
"AFUA_1G06260";"cluster_4237"
"AFUA_3G00610";"cluster_4256"
"AFUA_1G15080";"cluster_4263"
"AFUA_5G08480";"cluster_4275"
"AFUA_6G12090";"cluster_4283"
"AFUA_1G17430";"cluster_4302"
"AFUA_7G08220";"cluster_4307"
"AFUA_3G08110";"cluster_4319"
"AFUA_1G00280";"cluster_4336"
"AFUA_1G11370";"cluster_4364"
"AFUA_2G09360";"cluster_4368"
"AFUA_7G01680";"cluster_4369"
"AFUA_2G15100";"cluster_4372"
"AFUA_7G02630";"cluster_4374"
"AFUA_2G00880";"cluster_4378"
"AFUA_2G10400";"cluster_4381"
"AFUA_2G11620";"cluster_4386"
"AFUA_5G13560";"cluster_4405"
"AFUA_4G03060";"cluster_4412"
"AFUA_4G14490";"cluster_4414"
"AFUA_5G09010";"cluster_4417"
"AFUA_8G00300";"cluster_4422"
"AFUA_8G01340";"cluster_4430"
"AFUA_1G07240";"cluster_4433"
"AFUA_6G07050";"cluster_4439"
"AFUA_8G04570";"cluster_4442"
"AFUA_6G14420";"cluster_4447"
"AFUA_1G06480";"cluster_4460"
"AFUA_2G16170";"cluster_4462"
"AFUA_5G09970";"cluster_4463"
"AFUA_1G06970";"cluster_4503"
"AFUA_8G02320";"cluster_4512"
"AFUA_4G01370";"cluster_4518"
"AFUA_2G11610";"cluster_4526"
"AFUA_1G13980";"cluster_4528"
"AFUA_5G14530";"cluster_4535"
"AFUA_3G02550";"cluster_4541"
"AFUA_8G07280";"cluster_4546"
"AFUA_2G01270";"cluster_4561"
"AFUA_5G11960";"cluster_4570"
"AFUA_2G12280";"cluster_4571"
"AFUA_2G01770";"cluster_4572"
"AFUA_7G08340";"cluster_4591"
"AFUA_5G01300";"cluster_4600"
"AFUA_2G17790";"cluster_4602"
"AFUA_8G00950";"cluster_4607"
"AFUA_6G14640";"cluster_4612"
"AFUA_4G14850";"cluster_4619"
"AFUA_4G14440";"cluster_4620"
"AFUA_1G03300";"cluster_4651"
"AFUA_7G06690";"cluster_4661"
"AFUA_2G00360";"cluster_4662"
"AFUA_8G02360";"cluster_4680"
"AFUA_2G05150";"cluster_4685"
"AFUA_5G02270";"cluster_4692"
"AFUA_5G01272";"cluster_4707"
"AFUA_1G02450";"cluster_4719"
"AFUA_7G06320";"cluster_4725"
"AFUA_3G10900";"cluster_4744"
"AFUA_5G00352";"cluster_4747"
"AFUA_2G17530";"cluster_4753"
"AFUA_2G00960";"cluster_4755"
"AFUA_1G01160";"cluster_4761"
"AFUA_5G11710";"cluster_4782"
"AFUA_8G06970";"cluster_4815"
"AFUA_5G13420";"cluster_4822"
"AFUA_3G02520";"cluster_4830"
"AFUA_3G12580";"cluster_4849"
"AFUA_4G14780";"cluster_4852"
"AFUA_3G03560";"cluster_4856"
"AFUA_8G06690";"cluster_4861"
"AFUA_7G06220";"cluster_4866"
"AFUA_2G00940";"cluster_4868"
"AFUA_5G13350";"cluster_4873"
"AFUA_3G14720";"cluster_4883"
"AFUA_3G02480";"cluster_4900"
"AFUA_5G12450";"cluster_4906"
"AFUA_5G00830";"cluster_4921"
"AFUA_3G02720";"cluster_4926"
"AFUA_5G08250";"cluster_4928"
"AFUA_5G03100";"cluster_4934"
"AFUA_4G13430";"cluster_4939"
"AFUA_3G03910";"cluster_4950"
"AFUA_4G11060";"cluster_4962"
"AFUA_1G17310";"cluster_4990"
"AFUA_2G16960";"cluster_5000"
"AFUA_8G01480";"cluster_5014"
"AFUA_8G04030";"cluster_5015"
"AFUA_4G04605";"cluster_5044"
"AFUA_8G07180";"cluster_5045"
"AFUA_8G04290";"cluster_5061"
"AFUA_2G12550";"cluster_5100"
"AFUA_5G01410";"cluster_5116"
"AFUA_1G03520";"cluster_5134"
"AFUA_4G01280";"cluster_5140"
"AFUA_2G11070";"cluster_5168"
"AFUA_1G03530";"cluster_5174"
"AFUA_8G01240";"cluster_5178"
"AFUA_3G11850";"cluster_5181"
"AFUA_3G00540";"cluster_5192"
"AFUA_7G08540";"cluster_5205"
"AFUA_8G00100";"cluster_5206"
"AFUA_1G17460";"cluster_5214"
"AFUA_1G13760";"cluster_5217"
"AFUA_2G13460";"cluster_5222"
"AFUA_2G07640";"cluster_5223"
"AFUA_3G02980";"cluster_5226"
"AFUA_5G14810";"cluster_5230"
"AFUA_1G16910";"cluster_5231"
"AFUA_8G00190";"cluster_5269"
"AFUA_8G00820";"cluster_5271"
"AFUA_4G00240";"cluster_5272"
"AFUA_3G09530";"cluster_5278"
"AFUA_2G03070";"cluster_5305"
"AFUA_6G11630";"cluster_5306"
"AFUA_1G09140";"cluster_5329"
"AFUA_5G01320";"cluster_5330"
"AFUA_5G10340";"cluster_5335"
"AFUA_1G06090";"cluster_5354"
"AFUA_5G09990";"cluster_5355"
"AFUA_6G00140";"cluster_5358"
"AFUA_5G10960";"cluster_5369"
"AFUA_2G01080";"cluster_5378"
"AFUA_3G14070";"cluster_5379"
"AFUA_8G06580";"cluster_5400"
"AFUA_4G10500";"cluster_5408"
"AFUA_4G00890";"cluster_5417"
"AFUA_5G10430";"cluster_5426"
"AFUA_3G09730";"cluster_5431"
"AFUA_6G11750";"cluster_5453"
"AFUA_6G08770";"cluster_5462"
"AFUA_8G02720";"cluster_5466"
"AFUA_3G12960";"cluster_5476"
"AFUA_3G01700";"cluster_5477"
"AFUA_1G01270";"cluster_5493"
"AFUA_8G01260";"cluster_5494"
"AFUA_3G02430";"cluster_5539"
"AFUA_7G05190";"cluster_5553"
"AFUA_3G07710";"cluster_5555"
"AFUA_2G17800";"cluster_5556"
"AFUA_4G01420";"cluster_5557"
"AFUA_7G03780";"cluster_5559"
"AFUA_8G06132";"cluster_5578"
"AFUA_2G10080";"cluster_5596"
"AFUA_3G02770";"cluster_5625"
"AFUA_3G05640";"cluster_5627"
"AFUA_3G13590";"cluster_5628"
"AFUA_7G08530";"cluster_5636"
"AFUA_8G04990";"cluster_5638"
"AFUA_6G09710";"cluster_5642"
"AFUA_8G05190";"cluster_5664"
"AFUA_4G07550";"cluster_5672"
"AFUA_2G04510";"cluster_5681"
"AFUA_8G06210";"cluster_5690"
"AFUA_5G02620";"cluster_5730"
"AFUA_6G11920";"cluster_5737"
"AFUA_3G03570";"cluster_5738"
"AFUA_5G06900";"cluster_5762"
"AFUA_8G00510";"cluster_5783"
"AFUA_5G06570";"cluster_5784"
"AFUA_5G07490";"cluster_5787"
"AFUA_1G11270";"cluster_5809"
"AFUA_7G05100";"cluster_5816"
"AFUA_4G09980";"cluster_5837"
"AFUA_6G12040";"cluster_5841"
"AFUA_3G01670";"cluster_5843"
"AFUA_1G11350";"cluster_5860"
"AFUA_8G01140";"cluster_5868"
"AFUA_4G01360";"cluster_5870"
"AFUA_7G06790";"cluster_5873"
"AFUA_6G13710";"cluster_5889"
"AFUA_8G00210";"cluster_5890"
"AFUA_3G11490";"cluster_5895"
"AFUA_2G15340";"cluster_5896"
"AFUA_5G14540";"cluster_5915"
"AFUA_4G01340";"cluster_5917"
"AFUA_1G01230";"cluster_5925"
"AFUA_3G15080";"cluster_5927"
"AFUA_1G15750";"cluster_5929"
"AFUA_2G17880";"cluster_5943"
"AFUA_2G00450";"cluster_5952"
"AFUA_5G09030";"cluster_5966"
"AFUA_2G11590";"cluster_5982"
"AFUA_4G09470";"cluster_5983"
"AFUA_3G03500";"cluster_5997"
"AFUA_5G11300";"cluster_6004"
"AFUA_6G07260";"cluster_6010"
"AFUA_4G00460";"cluster_6011"
"AFUA_3G01640";"cluster_6025"
"AFUA_8G00220";"cluster_6035"
"AFUA_8G04620";"cluster_6043"
"AFUA_4G13910";"cluster_6051"
"AFUA_6G03430";"cluster_6058"
"AFUA_8G06410";"cluster_6059"
"AFUA_6G11250";"cluster_6065"
"AFUA_5G00520";"cluster_6072"
"AFUA_2G12830";"cluster_6107"
"AFUA_3G07540";"cluster_6108"
"AFUA_3G15200";"cluster_6119"
"AFUA_1G16420";"cluster_6124"
"AFUA_6G13500";"cluster_6160"
"AFUA_4G04080";"cluster_6164"
"AFUA_3G08720";"cluster_6166"
"AFUA_2G18030";"cluster_6185"
"AFUA_6G11540";"cluster_6206"
"AFUA_2G18010";"cluster_6212"
"AFUA_1G01480";"cluster_6215"
"AFUA_1G03750";"cluster_6222"
"AFUA_2G14120";"cluster_6223"
"AFUA_2G13990";"cluster_6226"
"AFUA_1G03200";"cluster_6228"
"AFUA_6G13940";"cluster_6232"
"AFUA_8G00560";"cluster_6249"
"AFUA_2G10720";"cluster_6283"
"AFUA_1G11340";"cluster_6285"
"AFUA_6G11780";"cluster_6286"
"AFUA_3G14730";"cluster_6307"
"AFUA_1G16390";"cluster_6317"
"AFUA_1G02650";"cluster_6321"
"AFUA_4G14190";"cluster_6324"
"AFUA_7G02240";"cluster_6332"
"AFUA_1G01410";"cluster_6336"
"AFUA_3G12360";"cluster_6338"
"AFUA_5G02770";"cluster_6350"
"AFUA_3G02080";"cluster_6366"
"AFUA_5G12070";"cluster_6369"
"AFUA_6G09670";"cluster_6375"
"AFUA_3G02790";"cluster_6381"
"AFUA_6G02560";"cluster_6399"
"AFUA_6G11700";"cluster_6426"
"AFUA_6G13990";"cluster_6440"
"AFUA_5G07680";"cluster_6446"
"AFUA_5G14570";"cluster_6461"
"AFUA_8G01960";"cluster_6463"
"AFUA_7G08590";"cluster_6471"
"AFUA_7G01770";"cluster_6480"
"AFUA_5G00120";"cluster_6495"
"AFUA_2G12730";"cluster_6500"
"AFUA_6G01810";"cluster_6509"
"AFUA_4G14810";"cluster_6517"
"AFUA_4G14790";"cluster_6520"
"AFUA_2G13560";"cluster_6527"
"AFUA_4G12410";"cluster_6528"
"AFUA_6G00530";"cluster_6529"
"AFUA_2G14490";"cluster_6556"
"AFUA_6G09050";"cluster_6561"
"AFUA_6G07960";"cluster_6588"
"AFUA_6G09730";"cluster_6604"
"AFUA_4G14830";"cluster_6608"
"AFUA_2G14560";"cluster_6611"
"AFUA_7G01160";"cluster_6625"
"AFUA_1G16620";"cluster_6633"
"AFUA_5G06630";"cluster_6636"
"AFUA_2G10880";"cluster_6638"
"AFUA_7G06960";"cluster_6646"
"AFUA_5G06640";"cluster_6656"
"AFUA_3G13690";"cluster_6659"
"AFUA_7G06760";"cluster_6660"
"AFUA_6G13945";"cluster_6663"
"AFUA_4G09760";"cluster_6683"
"AFUA_4G04510";"cluster_6693"
"AFUA_1G15840";"cluster_6702"
"AFUA_6G03280";"cluster_6710"
"AFUA_3G03720";"cluster_6720"
"AFUA_4G12350";"cluster_6727"
"AFUA_1G01340";"cluster_6734"
"AFUA_6G09580";"cluster_6736"
"AFUA_5G01080";"cluster_6741"
"AFUA_6G03920";"cluster_6743"
"AFUA_6G04140";"cluster_6754"
"AFUA_8G00760";"cluster_6756"
"AFUA_7G05850";"cluster_6757"
"AFUA_2G14430";"cluster_6758"
"AFUA_8G01830";"cluster_6769"
"AFUA_1G01420";"cluster_6770"
"AFUA_6G03440";"cluster_6778"
"AFUA_6G13680";"cluster_6789"
"AFUA_2G07340";"cluster_6794"
"AFUA_6G12070";"cluster_6795"
"AFUA_7G01560";"cluster_6817"
"AFUA_1G00980";"cluster_6821"
"AFUA_4G08560";"cluster_6844"
"AFUA_2G07490";"cluster_6846"
"AFUA_2G18020";"cluster_6849"
"AFUA_6G11640";"cluster_6862"
"AFUA_3G15380";"cluster_6870"
"AFUA_8G01270";"cluster_6884"
"AFUA_3G12460";"cluster_6888"
"AFUA_7G06800";"cluster_6893"
"AFUA_4G08620";"cluster_6908"
"AFUA_7G06590";"cluster_6921"
"AFUA_3G03580";"cluster_6923"
"AFUA_2G10810";"cluster_6936"
"AFUA_6G09760";"cluster_6943"
"AFUA_4G01322";"cluster_6973"
"AFUA_8G00240";"cluster_6974"
"AFUA_8G00120";"cluster_6984"
"AFUA_7G05000";"cluster_7000"
"AFUA_6G14230";"cluster_7003"
"AFUA_6G09630";"cluster_7005"
"AFUA_5G09440";"cluster_7009"
"AFUA_5G12750";"cluster_7026"
"AFUA_4G09390";"cluster_7027"
"AFUA_1G16860";"cluster_7029"
"AFUA_6G14480";"cluster_7030"
"AFUA_4G11420";"cluster_7050"
"AFUA_8G02240";"cluster_7055"
"AFUA_1G00350";"cluster_7058"
"AFUA_5G01600";"cluster_7080"
"AFUA_3G14610";"cluster_7094"
"AFUA_4G13050";"cluster_7099"
"AFUA_2G16330";"cluster_7117"
"AFUA_3G13510";"cluster_7118"
"AFUA_6G12320";"cluster_7119"
"AFUA_4G09255";"cluster_7120"
"AFUA_4G13450";"cluster_7122"
"AFUA_3G12982";"cluster_7131"
"AFUA_1G10030";"cluster_7137"
"AFUA_3G05990";"cluster_7138"
"AFUA_2G14970";"cluster_7140"
"AFUA_7G00270";"cluster_7148"
"AFUA_2G00650";"cluster_7149"
"AFUA_2G13500";"cluster_7152"
"AFUA_6G14020";"cluster_7154"
"AFUA_4G14580";"cluster_7158"
"AFUA_5G01180";"cluster_7188"
"AFUA_5G01460";"cluster_7189"
"AFUA_3G12240";"cluster_7190"
"AFUA_3G12230";"cluster_7194"
"AFUA_5G00660";"cluster_7198"
